Scenario,Category,Sub - mission,Level,Action,Entity,From,Time,Location,Task Objective,Objective function,Hard Constrains,Soft Constrains (Preferences)
"Ship INS Sahyadri requires evaluation for its mission, focusing on the performance of its AK-100 naval gun. The reliability target is 0.91. Important criteria are range (21 km), consistency, and accuracy. Gun status will be evaluated using parameters - Technical Readiness Level (TRL), Operational Integrity (OI), and Performance Stability (PS). The acceptable risk score for the mission is up to 10/25, using parameters - Operational Environment (OE) and Logistics Support (LS).",Mission,Fleet,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"Ship INS Kirch must undergo testing with its naval gun, where the target reliability is 0.95. The evaluation criteria include operational range (15 km), firing precision, and consistency. Gun status can be assessed using parameters - System Health Index (SHI), Engagement Rate (ER) and Performance Stability (PS). The mission risk score should not exceed 9/25, using parametric measures such as Threat Level Assessment (TLA) or Crew Proficiency (CP).",Mission,Support,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"The next 20 hours will see the operation of load balancing with only 2 mine countermeasure systems to ensure maritime security before the cruise begins. To achieve this, one system should be activated from the bow and one from its stern; both actions are focused on safety and meet the reliability target of 90.9 with a risk score below 7/18.",Mission,Combat,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Amidst its operational cycle, ship ABC has initiated condition-based inspections on shock mounts for various pumps and gas turbines. A number of shock mounts are nearing the warning threshold. The ship is planned to set sail within the next 48 hours for a 7-day operation. Replacement of these shock mounts is crucial to preserve mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"The mission will move to the cruising phase and only need 2 medical facilities to remain operational for the next 20 hours. One medical facility from the bow and one fromthe stern should be active, with balance being the primary focus and a reliability of 0.9 is expected with 7/18 risk score.",Mission,Fleet,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"A hostile ship is confirmed by intelligence sources. The vessel is located 220 miles northwest of Lakshadweep. Intercepted and questioned with SSM support in case of conflict.The mission must be completed within 50 hours, followed by the deployment of a suitable ship within 14 hours.the ship must reach speeds of 26 knots and operate for 9 days (inclusive of provisions/fuel/water desalination).Matter forecasts suggest potential stormy conditions, necessitating readiness for rough waves.",Mission,Combat,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"To achieve a reliability of 0.9 and achieving cruising phase at 7/18, only 2 engine rooms are required to be operational for the next 20 hours; one from the fore and another from each side must remain active while the other is still in operation, so that the load is distributed evenly.",Mission,Humanitarian,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Ayearly maintenance plans for the refit of ships and submarines have been established, with only three vessels being subject to simultaneous refits. The fleet will be assigned priority to vessels during each refIT, and MoMs will need to be sent out quickly. At least 80% of repair workshops must retain their manpower during refITS, as well as procuring and delivering spare parts for equipment overhauls two months before the start of the process.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"While all vessels prepare for the annual refit conference (which includes a full review of Navy activities), they plan to also set out what day and week the refits schedule for ships and submarines in the command would use. The shipyard has two working dry dock which means it can only accommodate 3 at any given time: when the MoM is due to arrive, it should be priority over the fleet during the process; repair workshops must operate at over 80% manpower capacity during reffitting and Spares required for overhauls must be available 2 months ahead.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"After being ordered to sail, the ship is now in the process of performing annual maintenance tasks. The workshop has been instructed to complete all maintenance operations and maintain a Seaworthiness standard within 72 hours of notification. To meet the new timelines, work quality must not vary by more than 7%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"To maintain mission reliability at 0.93, INS Shivalik is scheduled to depart within 33 hours for an operational duration of 5 days. The ship has undergone condition-based inspections of shock mount replacements for multiple pumps and gas turbines during maintenance.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"As per Intelligence reports, there is an enemy ship that is situated 200 miles northeast of Port Blair, Andaman Islands. The Indian Navy must intercept and question this vessel, with the possibility of engaging in battle alongside SSMs if such an event occurs. A suitable ship must be deployed within 12 hours or another vessel must also be chosen to achieve this objective within the next 48hrs. This vessel should be capable of operating at a speed of 26 knots and providing provisions for 8 days, adequate weather conditions, and desalination capabilities.",Mission,Support,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"This is an evaluation of the effectiveness of its AK-630 gun and its mission requirements (the target is to establish a ""good"" or ""bad"" reliability target at 0.96) Ship INS Satpura will undergo tests including range (4 km), precision, and even firing consistency while maintaining Gun status parameters – System Status (SS), Accuracy Rate (AR) and Reliability Index (RI); however there will be... risk score not exceed 12/25 for this mission; condition score based on both parameters: Environmental Impact (EI) criteria, as long as it rig race.",Mission,Sortie,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"However, even though yearly maintenance procedures remain intact the ship is now ready for use and the new requirements that the workshop complete its maintenance work and make it ready to go out at sea no later than 24 hours after notice are met must ensure working conditions meet the latest delivery deadlines so that minimum deviations in work quality achieved by workshops cannot exceed 20%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"As the ship is in its active phase, INS Viraat has carried out condition-based inspections of shock mounts for several pumps and gas turbines. Multiple readings indicate that the shock had reached the warning threshold at one reading; however, only this point is confirmed (the expected sailing time is 28 hours) and the duration of operation is 11 days, which means that to maintain mission reliability remains constant at 0.95.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"After cruising, only 2 anti-submarine warfare (ASW) suites are needed to be operational within the next 20 hours to detect and counter submarine threats. This mission requires activation of one suite from the fore and another deactivated by both aircraft ensures complete coverage and achieves reliability of 0.9 at best, with an overall risk score of 7/18.",Mission,Support,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"A hostile ship has been detected via satellite imagery, sailing at location K, approximately 300 miles northwest of our base. Intercepting and interrogating the vessel is paramount. In case of hostility, engagement with SSMs may be necessary. The mission's completion is required within the next 48 hours, prompting the fleet to deploy a suitable ship within the next 24 hours. The chosen vessel must operate at a speed of 25 knots, equipped with fully functional propulsion and PGD systems, and maintain an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,Fleet,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"In the upcoming mission, ship INS Mysore needs to evaluate its 76 mm naval gun. The objective is to establish a target reliability of 0.91, with evaluation criteria including range (16 km), firing consistency, and accuracy. It must be evaluated using parameters - Operational Efficiency (OE), System Calibration (SC), and Fire Rate (FR) – so that the mission risk score does not exceed 11/25, determined by parameters such as Adverse Weather Impact (AWI) and Crew Training Level (CTL).",Mission,Fleet,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"For the evaluation of ship INS Talwar, the main priority is to evaluate the A-190's naval gun and its relative reliability target of 0.94. The critical factors include maximum range (22 km), firing rate, and accuracy; the gun’s operating status can be evaluated using parameters such as Readiness Status (RS), Accuracy Rate (AR), and Operational Effectiveness (OE); mission risk score must not exceed 12/25, with scores provided by other parameters including Adverse Weather Impact (AWI) and Logistic Support Availability (LSA).",Mission,Combat,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"To prepare for the yearly refit conference, it is necessary for command to schedule the reffit of ships and submarines. The yard has two dry docks available, with a maximum of three vessels for refits at ten. MoM should be completed and prioritized within thir days. Repair workshops must be fully operational with more than 80% manpower during refIT periods. Spare parts need to be delivered two months before the start of the project.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Refit of all vessels to be arranged (for at least the annual ""final"" conference) By this time, it also means that each year the command needs to maintain: ""The yard has two operational dry docks which can accommodate three ships or submarines at a time; an MoM must be issued within one week, setting out clearly the priorityient(ie, hourly) refit plan"", It is important for repair workshops to have full staff on site with at most 80% manpower during operations and provision of equipment overhauls should follow.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Amidst the upcoming mission's transition to the cruising phase, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The objective is to select a combination achieving a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Humanitarian,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"A minimum of 2 radars are required to be operational during the cruising phase of the mission. To ensure effective load balancing, 1 radar from the fore and one Radar fromthe aft should remain in use while another is being deactivated after 20 hours. The most reliable combination will have an accuracy of only 0.9 and ideally result in something with fewer than 7/18 risk score. If there are more than two radar systems, it is recommended to maintain balanced operating durations by using different methods.",Mission,Sortie,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As part of her operational cycle, INS Kolkata has undergone detailed condition-based inspections of shock mounts for multiple pumps and gas turbine systems. A significant number of reading in the shock mountings are approaching the warning threshold. The ship is scheduled to embark within 36 hours and for an operational duration of 8 days. To maintain mission reliability at 0.90, these shockmounts must be replaced.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"The annual refit conference is being prepared for the fleet, which prioritizes the maintenance of ships and submarines. With only two dry docks available, the possibility of rebuilding three or more vessels simultaneously is feasible. MoMs will be issued within a week to prioritize vessels, and repair workshops must maintain at least 80% manpower during refits. Spare parts for equipment overhauls should arrive two months before the start of the reffit schedule.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"While INS Mumbai is currently in the active phase, condition-based inspections have been conducted on various pumps and gas turbines. The ship's shock mounts are being tested at an alarming rate due to several dangerous readings near the warning threshold. These reading will be necessary to maintain the mission reliability of the vessel at 0.88 within 30 hours and for an operational duration of 9 days while the ship remains stationary.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Satellite imagery shows an enemy vessel approximately 250 miles southwest of Chennai that needs to be intercepted and interrogated (the risk is high if the opponent acts aggressively which may require SSMs) The mission must take around 36 hours and the fleet has 18hours to deploy such a vessel with endurance not less than 9 days (including fuel, supplies, etc.).",Mission,Fleet,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Preceding the mission's transition to the cruising phase, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The goal is to select the most suitable combination to achieve a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Combat,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"By this time only 2 anti-aircraft defense systems are required to be in service for the next 20 hours, as an approach against aerial threats is ready when the mission reaches its cruising phase. One system from the front and one from behind must be activated to maintain readiness with reliability rating of 0.9 at best, but not exceeding 7/18 on any risk score (s).",Mission,Exercise,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"The yearly refit for ships and submarines is being planned with the help of careful coordination due to the lack of two dry docks. There will be three vessels at one time, with MoMs dispatched immediately to prioritize vessels; repair workshops must operate with at least 80% manpower during refits; supplies will also be purchased and delivered two months before the scheduled reffit starts.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The fleet needs to plan the refit of ships and submarines for the upcoming annual refit conference. With two operational dry docks in the yard, the refit of no more than three ships or submarines should occur simultaneously. Memorandums of understanding (MoMs) are to be released within a week, prioritizing the order of refits for ships and submarines. Additionally, the repair workshop must maintain more than 80% manpower strength during the ship's refit. Spares necessary for equipment overhaul may arrive two months before the refit plan commences.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"A review is required for the mission to evaluate the 30-mm gun of ship INS Sunayna with a 0.93 reliability target, which takes into account factors such as range (10 km), consistency, and precision. The gun's status will be determined by various parameters including System Readiness (SR), Maintenance Consistency(MC), and Performance Metrics (PM), but its risk score must not fall below 12/25, according to the assessment criteria - Threat Level (TL) AND Equipment Condition (EC).",Mission,Support,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"Based on satellite data, an adversary vessel is detected approximately 250 miles southwest of Chennai. It requires interceptions and interrogations. If the opponent displays aggression, SSMs may be deployed. The mission needs to be completed within 36 hours. After this, a suitable vessel must be launched.The ship should maintain cruising speed of 22 knots and have an estimated lifespan of 9 days (factoring in supplies and fuel).",Mission,Exercise,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"To maintain maneuverability, it's necessary to have only 2 propulsion systems on hand during the next 20 hours of the cruising phase. It'll be essential to activate one from the bow and one at the back to ensure balance and a reliability rating of 0.9, with hardly any risk score above 7/18.",Mission,Exercise,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"The satellite imagery indicates that an enemy vessel is located 230 miles south of Kochi. Interception and interrogation are necessary, and if the ship displays hostile intent, SSM engagement may be required. The mission must be completed within 54 hours. A suitable ship must have been sent within the next 14 hours with a speed of 21 knots and sufficient time for maintenance (rations, fuel, desalination plant).",Mission,Combat,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Refitting of all ships and submarines in command is planned for at the annual refit conference; with two operational dry docks, the Yard can carry out no more than three vessels at a time; MoM are to be prioritised by management (Moment) which must be released within seven days; repair workshops must remain fully operational—at least 80%—manpower strength during the refits as well as spare parts should arrive two months before commencements.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The annual refit conference is when the command must plan for the reffit of all naval vessels. The shipyard has two active dry docks, which can accommodate up to three ships or submarines at any given time for refits. Meeting minutes (MoS) must be finalized within a week, prioritizing the vessels; repair workshops must remain open and maintain at least 80% manpower during the period before each event. All necessary spares should be delivered two months before the start of every refIT.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The mission only requires 2 navigation systems to operate for 20 hours before they can be used during the cruising phase. Load management guidelines dictate that 1 front and 1 rear navigator should remain active. The optimal combination is determined to have a reliability of no more than 9/8 with an average risk score, while there are several options to ensure adequate working durations for different navigation system combinations.",Mission,Humanitarian,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Satellite imagery confirms an adversary vessel 160 miles east of Goa. The Indian Navy needs to intercept and interrogate this ship, possibly employing stealth technology to avoid detection. This mission must be executed within the next 48 hours, with deployment required within the next 10 hours. The chosen vessel must achieve a speed of 28 knots and sustain operations for at least 8 days with provisions, fuel, and desalination capabilities. Coordination with naval intelligence will enhance situational awareness.",Mission,Support,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Condition-based inspections of shock mounts for various pumps and gas turbines have been conducted by INS Vikramaditya during her operational cycle. Some shock mounting readings are nearing the warning threshold, which is critical for the mission reliability. The ship is scheduled to sail within 24 hours and for an operational duration of 8 days; however these reading still need to be replaced to ensure safety at 0.91.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"It is being based in Intelligence, and it has to be detected an enemy ship 220 miles south of Rameswaram. The vessel needs to then be intercepted and searched for themselves which may require surveillance and reconnaissance by unmanned aerial vehicles (UAVs) This operation must have been completed in 70 hours and should be deployed with a suitable ship within the next 20 hours at speeds of 23 knots, having to maintain operational endurance of 10 days (including provisions, fuel, desalination) due to the presence of maritime traffic conditions susceptible to disturbances.",Mission,Humanitarian,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"During its assessment of the mission, Ship INS Talwar must evaluate the A-190 naval gun's performance, which has a reliability target of 0.94 and criteria such as maximum range (22 km), firing rate/accuracy, and Readiness Status (RS). The risk score for the gun should not be below 12/25, using parameters like Adverse Weather Impact (AWI) and Logistic Support Availability (LSA); further evaluation using other parameters can also determine the effectiveness or safety of aircraft.",Mission,Support,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"Ship INS Beas is to undergo evaluation for its mission, with a focus on the 100 mm naval gun. The reliability target is 0.93, and assessment criteria include range (20 km), firing rate (ME), and accuracy. Parameters such as System Readiness(SR)/Maintenance Effectiveness(PM) or performance metrics (PM). The risk score must not exceed 11/25, depending on parameters like Environmental Risk (ER) and Crew Competence (CC).",Mission,Combat,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"During the annual maintenance period, the vessel has been instructed to embark. Within 36 hours of notification, operations at the workshop have been initiated to finalize maintenance tasks and confirm the ship's seaworthy status. To meet the new timelines, however, work quality must not exceed 12% deviation from the agreed timetable.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Based on satellite imagery, a vessel targeted approximately 170 miles southwest of Mangalore interceptions and questioning possible countermeasures (decoy systems may be used) must be carried out within the next 55 hours with deploying ideally suited ship within 14 hours; vessel should maintain skewness at 26 knots and have endurance over at least 9 days (time spent in provisional areas, fuel reserves etc.). Further enhanced radar and sonar systems will be required to detect potential threats.",Mission,Exercise,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"For complete coverage and reliability, the mission requires just 2 anti-submarine warfare (ASW) suites to be operational within the next 20 hours. This is achieved by activating one suite from the fore and another deactivated on both sides, which ensures a risk score of 7/18 but not beyond.",Mission,Combat,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"After conducting regular inspections, it has been informed that the ship must continue to sail. The task at hand is to quickly dispatch maintenance work to the workshop so that by 48 hours after notification, its ship will be ready for sea in less than two weeks. As per the new timelines under current conditions, the quality of work should not vary more than 9%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"With several pumps and gas turbines under condition-based inspections, the ship is now in the middle of its operational cycle at INS Mumbai where ships are expected to sail within 30 hours and for an operational period of 9 days. To ensure mission reliability at 0.88, these shock mounts must be replaced as shock mounting readings are approaching the warning threshold at an alarming rate.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"A minimum of 2 communication systems are required during the next 20 hours that move into cruising phase of the mission; 1 communication system from the bow must remain in service, and one communications System (communications unit) from latitude 27 and the other two from port can also continue operating under load balancer requirements: the best possible combination is chosen to give reliability no more than 0.9 and a risk score below 7/18 depending on whether there's multiple communication Systems. If there are many suitable systems, balanced working hours will be given priority over any other.",Mission,Humanitarian,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"For the next 20 hours, only 2 radars are required to be operational during the cruising phase of the mission. To ensure proper load balancing protocols, 1 radar from the fore and 1 Radar fromthe aft must remain active. The most reliable combination is 0.9 and not more than 7/18 in terms of risk score. If there are several suitable radar systems, it should be preferable to maintain balanced operating durations while maintaining reliability above 7/16.",Mission,Fleet,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"To ensure freshwater supply, the mission carries out its cruising phase, during which only 2 water desalination plants must be activated for an additional 20 hours: one desalitation plant from the front and another from behind must remain in operation; these two installations must maintain their operations uniformly while the remaining units are being used to distribute supplies. The mission then moves to the west, where the reliability target is 0.9 with a risk score below 7/18.",Mission,Fleet,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Refitting ships and submarines within the fleet requires planning permission, as there are only two dry dock facilities available. Only three vessels can be refitted at a time, with MoMs being assigned to prioritize them. Repair workshops ensure that they maintain at least 80% manpower during refits; Spare parts for equipment overhauling should arrive two months before the reftitiling process.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Conditions: During her service from when she becomes operational, INS Delhi has carried out long condition-based inspections of shock mount for various pumps and gas turbine.Many reading are close to going beyond the normal reading as it is not known whether these readings will exceed warning levels (pictured), but by now they are all set sail within 48 hours or 4 days in operation and mission reliability remains at 0.93.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"With year-end-by-year maintenance activities still underway, the ship has been tasked with sailing. The workshop has now arrived within 72 hours of notification to complete all maintenance operations and ensure that the vessel is seaworthy. To adhere to the new timelines, work quality must not vary by more than 7%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Currently, Ship's Ganga has an evaluation of its 127-mm gun with a 0.92 reliability target. The criteria used are range (by distance 25 K), accuracy and consistency; the mission risk score must remain below 11/25, using parameters such as Readiness Index, Precision Consistency, ORoPC, and OPEZ.",Mission,Support,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"The ship, INS Kolkata, is currently in operation and has been conducting condition-based inspections of shock mount replacements for several pumps and gas turbine installations. Some shock mounting readings are approaching the warning threshold at approximately 4 degrees Fahrenheit (UVD) on this vessel. The voyage is expected to arrive in 40 hours and will operate for 6 days, with the aim of maintaining mission reliability at 0.89.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Despite ongoing annual maintenance tasks, the ship has been ordered to sail. The workshop is required to complete all maintenance operations and ensure the vessel is seaworthy within 72 hours of notification. To meet the new timelines, work quality must not exceed 7%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"INS Delhi, during her operational cycle, has carried out condition-based inspections of shock mounts for various pumps and gas turbines. Multiple shock mount readings are nearing the warning threshold. The ship is scheduled to sail within 72 hours and for an operational duration of 5 days. Replacing these shock mounts is essential to uphold mission reliability at 0.88.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Interception and questioning are possible, and anti-ship cruise missiles (ASCMs) may be deployed if hostilities arise. The enemy vessel is visible in satellite imagery located 150 miles northeast of the Andaman Islands. It must operate within 50 hours, with a suitable ship ready to deploy next day after an initial shutdown of 5 days.",Mission,Support,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"A test run is required for ship INS Shivalik's (Stationion) Super Rapid gun mount to evaluate the vessel’s operational range, stability, and precision with target reliability set at 0.94; assessed through operational Range (16 km), Operational Consistency (OC), Maintenance Efficiency (ME); and not less (Moratorium des mines sutures are tested by relative humidity or temperature); but not below 9/25 with score of mission risk given via Threat Level Assessment which is TLA and SCR.",Mission,Combat,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"As the mission's cruising phase approaches, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The objective is to select a combination ensuring a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Sortie,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"The evaluation of the ship's 40 mm naval gun, equipped with a reliability target of 0.91 and measuring range (12 km), firing precision, and rate of fire (FCM), necessitates evaluating the gun'S status. The mission risk score must not exceed 10/25, as determined by the parameters OF OR AND SCS.",Mission,Humanitarian,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
