Scenario,Category,Sub - mission,Level,Action,Entity,From,Time,Location,Task Objective,Objective function,Hard Constrains,Soft Constrains (Preferences)
"In light of the impending mission, a comprehensive assessment of vessel ABC is necessitated. The pivotal aspect under scrutiny pertains to the prowess of its armaments, involving an in-depth analysis of capacity, reliability (with a targeted reliability level of 0.9), and intricacies associated with range, consistency, and accuracy. To gauge the prevailing operational status of the weaponry, parameters P1, P2, and P3 at the ship level shall be utilized. Additionally, stringent measures must be in place to ensure that the mission's risk score remains below 11 out of 25, duly considering parameters P4 and P5.",Mission,Combat,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"For the upcoming mission, we need to assess ship ABC. The primary focus is on its gun capabilities, considering factors like capacity, reliability (with a target reliability of 0.9), and features such as range, consistency, and accuracy. To evaluate the current status of the guns, we'll use parameters P1, P2, and P3 at the ship level. Additionally, we must ensure that the risk score for the mission doesn't exceed 11 out of 25, taking into account parameters P4 and P5.",Mission,Exercise,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"In preparation for the upcoming mission, it is essential to conduct a thorough evaluation of ship ABC. The key aspect of this assessment is to examine its gun capabilities, taking into consideration factors such as capacity, reliability (with a target reliability of 0.9), and attributes like range, consistency, and accuracy. To gauge the present state of the guns, we will utilize parameters P1, P2, and P3 at the ship level. Furthermore, it is imperative to uphold stringent criteria to ensure that the risk score for the mission does not surpass 11 out of 25, duly considering parameters P4 and P5.",Mission,Sortie,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"In anticipation of the impending mission, a comprehensive evaluation of ship ABC is required. The primary emphasis is on assessing its gun capabilities, which involves considerations of capacity, reliability (with a target reliability of 0.9), and specific features such as range, consistency, and accuracy. To evaluate the current operational status of the guns, parameters P1, P2, and P3 at the ship level will be employed. It is crucial to maintain a strict standard to ensure that the risk score for the mission remains below 11 out of 25, taking into account parameters P4 and P5.",Mission,Humanitarian,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"For the upcoming mission, ship XYZ requires evaluation. This entails assessing the efficiency and effectiveness of its MGRS firing capabilities. The target reliability is set at 0.9. Additionally, factors such as range, consistency, and accuracy are critical for evaluation. The current status of the MGRS can be assessed at the ship level using parameters P1, P2, and P3. The mission's risk score should not exceed 11 out of 25, with parameters P4 and P5 used for risk assessment.",Mission,Fleet,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"For the mission ahead, ship XYZ requires thorough evaluation. This involves assessing the capacity and capability of its MGRS firing system. A target reliability of 0.9 is to be achieved. Furthermore, considerations of range, consistency, and accuracy are crucial for evaluation. The current operational status of the MGRS can be easily gauged at the ship level using parameters P1, P2, and P3. The risk score for the mission should not exceed 11 out of 25, with parameters P4 and P5 taken into account for risk assessment.",Mission,Support,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"To prepare for the upcoming mission, ship XYZ must undergo evaluation. This evaluation will focus on assessing the capacity and capability of its MGRS firing system. A target reliability of 0.9 is set for this evaluation. Additionally, the evaluation will consider factors such as range, consistency, and accuracy. The current operational status of the MGRS can be assessed at the ship level using parameters P1, P2, and P3. It's imperative to ensure that the mission's risk score does not exceed 11 out of 25, with parameters P4 and P5 utilized for risk assessment.",Mission,Combat,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"For the upcoming mission, ship XYZ needs to undergo evaluation. This evaluation will focus on assessing the capacity and capability of its MGRS firing system, with a target reliability set at 0.9. Additionally, aspects such as range, consistency, and accuracy will be evaluated. The current operational status of the MGRS can be easily determined at the ship level using parameters P1, P2, and P3. It's crucial to ensure that the mission's risk score remains below 11 out of 25, with parameters P4 and P5 considered for risk assessment.",Mission,Exercise,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"For the upcoming mission, ship XYZ requires evaluation. This evaluation will encompass assessing the capacity and capability of its MGRS firing system, with a target reliability of 0.9. Additionally, factors such as range, consistency, and accuracy will be evaluated. The current operational status of the MGRS can be assessed at the ship level using parameters P1, P2, and P3. It's vital to ensure that the mission's risk score does not exceed 11 out of 25, with parameters P4 and P5 used for risk assessment.",Mission,Sortie,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"For the upcoming mission, ship XYZ needs evaluation. This entails assessing the capacity and capability of its MGRS firing system, with a target reliability set at 0.9. Additionally, factors such as range, consistency, and accuracy will be evaluated. The current operational status of the MGRS can be assessed at the ship level using parameters P1, P2, and P3. It's essential to ensure that the mission's risk score does not exceed 11 out of 25, with parameters P4 and P5 considered for risk assessment.",Mission,Humanitarian,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"To prepare for the upcoming mission, ship XYZ requires evaluation. This evaluation will focus on assessing the capacity and capability of its MGRS firing system, aiming for a target reliability of 0.9. Additionally, considerations of range, consistency, and accuracy will be taken into account. The current operational status of the MGRS can be easily assessed at the ship level using parameters P1, P2, and P3. It's crucial to ensure that the mission's risk score remains below 11 out of 25, with parameters P4 and P5 utilized for risk assessment.",Mission,Fleet,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"For the upcoming mission, ship XYZ must undergo evaluation. This evaluation will include assessing the capacity and capability of its MGRS firing system, with a target reliability of 0.9. Additionally, factors such as range, consistency, and accuracy will be evaluated. The current operational status of the MGRS can be assessed at the ship level using parameters P1, P2, and P3. It's imperative to ensure that the mission's risk score does not exceed 11 out of 25, with parameters P4 and P5 used for risk assessment.",Mission,Support,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"To prepare for the upcoming mission, ship XYZ requires evaluation. This evaluation will focus on assessing the capacity and capability of its MGRS firing system, with a target reliability set at 0.9. Additionally, considerations of range, consistency, and accuracy will be taken into account. The current operational status of the MGRS can be easily assessed at the ship level using parameters P1, P2, and P3. It's crucial to ensure that the mission's risk score remains below 11 out of 25, with parameters P4 and P5 utilized for risk assessment.",Mission,Combat,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"For the upcoming mission, ship XYZ needs evaluation. This evaluation will encompass assessing the capacity and capability of its MGRS firing system, with a target reliability of 0.9. Additionally, factors such as range, consistency, and accuracy will be evaluated. The current operational status of the MGRS can be assessed at the ship level using parameters P1, P2, and P3. It's vital to ensure that the mission's risk score does not exceed 11 out of 25, with parameters P4 and P5 considered for risk assessment.",Mission,Exercise,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"The mission is now approaching the cruising phase, for which only 2 GTs need to be run for the next 20 hours. As per the criteria for balancing loads, 1 GT from front and 1 GT from aft needs to run. Select the best suitable combination to achieve 0.9 reliability criteria with risk score of not more than 7/18. If more than one GTs fulfil the above criteria, then choose the combination such that the working hours of all GTs are balanced.",Mission,Sortie,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Amidst the upcoming mission's transition to the cruising phase, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The objective is to select a combination achieving a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Humanitarian,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"In preparation for the cruising phase, only 2 GTs need to be operational for the next 20 hours. Balancing loads necessitates one GT from the front and one from the aft to run. The goal is to select the most suitable combination ensuring a reliability of 0.9 with a risk score below 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Fleet,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission enters the cruising phase, only 2 GTs need to operate for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The objective is to select a combination ensuring a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Support,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Preceding the mission's transition to the cruising phase, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The goal is to select the most suitable combination to achieve a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Combat,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"During the mission's transition to the cruising phase, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The goal is to select the best combination to achieve a reliability of 0.9 with a risk score below 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Exercise,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission's cruising phase approaches, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The objective is to select a combination ensuring a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Sortie,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"During the upcoming mission's cruising phase, only 2 GTs need to be operational for the next 20 hours. Balancing loads requires one GT from the front and one from the aft to run. The objective is to select a combination achieving a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Humanitarian,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission approaches its cruising phase, only 2 GTs need to operate for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The goal is to select the most suitable combination ensuring a reliability of 0.9 with a risk score below 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Fleet,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Amidst the mission's transition to the cruising phase, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The objective is to select a combination achieving a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Support,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"In preparation for the cruising phase, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The goal is to select the most suitable combination ensuring a reliability of 0.9 with a risk score below 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Combat,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission enters the cruising phase, only 2 GTs need to operate for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The objective is to select the best combination ensuring a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Exercise,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Preceding the mission's transition to the cruising phase, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The goal is to select a combination achieving a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Sortie,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"During the mission's transition to the cruising phase, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The goal is to select the most suitable combination to achieve a reliability of 0.9 with a risk score below 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Humanitarian,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission's cruising phase approaches, only 2 GTs need to operate for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The objective is to select a combination achieving a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Fleet,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission progresses to the cruising phase, only 2 GTs need to be operational for the next 20 hours. To ensure load balancing, one GT from the front and one from the aft should be running. The objective is to select the optimal combination to achieve a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Support,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Transitioning into the cruising phase of the mission, only 2 GTs are required to operate for the next 20 hours. Load balancing necessitates one GT from the front and one from the aft to be running. The goal is to select the most suitable combination to achieve a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Combat,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission enters its cruising phase, only 2 GTs need to be operational for the next 20 hours. Load balancing is essential, requiring one GT from the front and one from the aft to be running. The objective is to select the optimal combination to achieve a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Exercise,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission shifts to its cruising phase, the requirement is to run only 2 GTs for the next 20 hours. Maintaining load balance, one GT each from the front and aft sections should remain active. The objective is to select an optimal combination ensuring a reliability of 0.9, while also limiting the risk score to 7/18 or lower. If multiple GTs meet the criteria, prioritize combinations that distribute working hours evenly among all GTs.",Mission,Sortie,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"With just two GTs needed to be run over the next twenty hours, the mission is very close to reaching the cruising phase. One GT must run from the front and one from the rear in order to meet the load balance requirements. To meet the 0.9 reliability criterion with a risk score of no more than 7/18, choose the optimal combination. In the event that multiple GTs meet the aforementioned requirements, select the combination that will result in a balanced work schedule for each GT.",Mission,Humanitarian,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"The satellite images show an adversary ship is sailing at location K, at 300 miles north west of own base which needs to be intercepted and interrogated. This may require engagement using SSMs in case of hostile action by the adversary’s ship. The mission is to be executed in the next 48 hours. The fleet must deploy suitable ship for this mission in the next 24 hours.  The speed of 25 knots (including availability of Propulsion systems and PGD systems), endurance of at least 07 days (Ration; Fuel; RO plant)",Mission,Fleet,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite images show an enemy ship at location K, about 300 miles northwest of its base. We need to stop and question it, and might have to use missiles if it turns hostile. The mission has to happen in the next 48 hours, so we have to send a suitable ship in the next 24 hours. The ship needs to go at a speed of 25 knots, have enough fuel and supplies for at least 7 days, including food, fuel, and a system to produce fresh water (RO plant).",Mission,Support,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite pics caught an enemy ship near spot K, far from its base. We've got to check it out, and if it gets nasty, we might need to use missiles. The mission has to go down in 48 hours, so we're sending a good ship in the next 24. It needs to go 25 knots, have enough fuel and supplies for 7 days - food, fuel, and a way to make fresh water (RO plant).",Mission,Combat,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite images spotted an enemy ship at location K, around 300 miles northwest of its home base. We need to intercept and question it, and if things go south, we might have to use missiles. The mission has to happen in the next 48 hours, so we're sending out a suitable ship within the next 24 hours. The ship should move at 25 knots, with operational propulsion and PGD systems, and it should have supplies lasting at least 7 days - including food, fuel, and a Reverse Osmosis (RO) plant for fresh water.",Mission,Exercise,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite pictures show an enemy ship at location K, roughly 300 miles northwest of its base. We need to intercept and question it, and if it becomes a threat, missiles might be necessary. The mission has to be completed in the next 48 hours, so a suitable ship must be deployed within the next 24 hours. The chosen ship should have a speed of 25 knots, functioning propulsion and PGD systems, and an endurance of at least 7 days, with provisions such as food, fuel, and a Reverse Osmosis (RO) plant for fresh water.",Mission,Sortie,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An adversary ship has been spotted at location K, 300 miles northwest of its own base in satellite images. We need to intercept and gather information, and if the situation turns hostile, we might need to use missiles. The mission is scheduled for the next 48 hours, so we're sending a suitable ship within the next 24 hours. The ship needs to have a speed of 25 knots, operational propulsion and PGD systems, and an endurance of at least 7 days with provisions like food, fuel, and a Reverse Osmosis (RO) plant for fresh water.",Mission,Humanitarian,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite images reveal an enemy ship at location K, situated about 300 miles northwest of its base. The task is to intercept and question it, and in case of hostility, we may need to engage with missiles. The mission is set for the next 48 hours, prompting the deployment of a suitable ship within the next 24 hours. The ship should have a speed of 25 knots, operational propulsion and PGD systems, and an endurance of at least 7 days, including provisions like food, fuel, and a Reverse Osmosis (RO) plant for fresh water.",Mission,Fleet,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"A ship is sailing at 300 miles North West from the base, which needs to be stop and check. In case of any hostile action, the SSMs can be used. The mission need to be complete in the next 48 hours, and the ships must deploy within the 24 hours. The ship must be ready for atleast 7 day mission (ration, fuel and ro plant), and need to have a speed of 25 knots.",Mission,Support,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite pics found an enemy ship at location K, 300 miles northwest of its base. We gotta check it out and might use missiles if things get bad. Mission's in 48 hours, so we need a suitable ship in the next 24. The ship should go 25 knots, have enough supplies for 7 days, including food, fuel, and a system to make fresh water (RO plant).",Mission,Combat,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite images reveal an enemy ship at location K, around 300 miles northwest of its home base. We're gearing up to intercept and investigate, prepared to use missiles if necessary. The mission is scheduled within the next 48 hours, prompting the deployment of a suitable ship within the next 24 hours. The chosen vessel should have a speed of 25 knots, including operational propulsion and PGD systems. It must ensure an endurance of at least 7 days, encompassing supplies such as rations, fuel, and a Reverse Osmosis (RO) plant for freshwater. Further details about specific ship requirements and potential threats are currently being assessed.",Mission,Exercise,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Based on satellite images, we've detected an adversary ship at location K, approximately 300 miles northwest of its home base. Our response involves intercepting and investigating, with a readiness to use missiles if required. The mission is slated for the next 48 hours, necessitating the deployment of an apt vessel within the coming 24 hours. The selected ship should maintain a speed of 25 knots, equipped with operational propulsion systems. It must also guarantee an endurance of at least 7 days, encompassing essential supplies like rations, fuel, and a Reverse Osmosis (RO) plant for freshwater. Further examination of specific ship requirements and potential threats is currently underway.",Mission,Sortie,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite images depict an adversary ship at location K, situated 300 miles northwest of our base. Intercepting and interrogating the ship is imperative. Engagement with SSMs might be necessary in the event of hostility. The mission must be completed within the next 48 hours. Deployment of a suitable ship by the fleet is required within the next 24 hours. The ship must maintain a speed of 25 knots, with operational propulsion and PGD systems, and an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,Humanitarian,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An adversary vessel has been detected via satellite imagery, navigating at location K, approximately 300 miles northwest of our base. Intercepting and investigating the vessel is of utmost importance. If the situation escalates, engagement with SSMs might be necessary. The mission is scheduled for completion within the next 48 hours, requiring the deployment of a suitable ship within the next 24 hours. The selected ship must travel at a speed of 25 knots, with fully operational propulsion and PGD systems, and an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,Fleet,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite surveillance has identified an adversary ship at location K, situated 300 miles northwest of our base. Intercepting and interrogating the vessel is necessary. If hostile actions occur, engagement with SSMs may be required. The mission's completion is expected within the next 48 hours, prompting the fleet to deploy a suitable ship within the next 24 hours. The chosen vessel must maintain a speed of 25 knots, equipped with operational propulsion and PGD systems, and possess an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,Support,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"A hostile ship has been detected through satellite imagery, navigating at location K, around 300 miles northwest of our base. Intercepting and interrogating the ship is essential. In case of hostility, engagement with SSMs may be necessary. The mission must be executed within the next 48 hours, requiring the fleet to deploy a suitable ship within the next 24 hours. The selected ship must travel at a speed of 25 knots, equipped with operational propulsion and PGD systems, and maintain an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,Combat,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite surveillance has identified an adversary ship at location K, positioned approximately 300 miles northwest of our base. Intercepting and interrogating the ship is imperative. If necessary, engagement with SSMs might be required. The mission's completion is slated within the next 48 hours, necessitating the deployment of a suitable ship within the next 24 hours. The chosen vessel must operate at a speed of 25 knots, equipped with fully functional propulsion and PGD systems, and have an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,Exercise,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An adversary ship has been identified via satellite images, navigating at location K, approximately 300 miles northwest of our base. Intercepting and interrogating the vessel is a critical mission. Engagement with SSMs may be necessary in case of hostility. The mission's deadline is within the next 48 hours, prompting the fleet to deploy a suitable ship within the next 24 hours. The chosen vessel must travel at a speed of 25 knots, equipped with operational propulsion and PGD systems, and possess an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,Sortie,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite surveillance has detected an adversary ship at location K, situated approximately 300 miles northwest of our base. Intercepting and interrogating the vessel is vital. Engagement with SSMs may be necessary in hostile situations. The mission's deadline is within the next 48 hours, requiring the fleet to deploy a suitable ship within the next 24 hours. The selected vessel must travel at a speed of 25 knots, equipped with operational propulsion and PGD systems, and have an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,Humanitarian,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"A hostile ship has been detected via satellite imagery, sailing at location K, approximately 300 miles northwest of our base. Intercepting and interrogating the vessel is paramount. In case of hostility, engagement with SSMs may be necessary. The mission's completion is required within the next 48 hours, prompting the fleet to deploy a suitable ship within the next 24 hours. The chosen vessel must operate at a speed of 25 knots, equipped with fully functional propulsion and PGD systems, and maintain an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,Fleet,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"According to satellite photos, there is an enemy ship 300 miles to the northwest of the own base at position K. It needs to be stopped and investigated. In the event that the enemy ship takes hostile action, this might need to be engaged with SSMs. The task must be completed within the next 48 hours. Within the following 24 hours, the navy needs to deploy the right ships for this task.  25 knots of speed (with propulsion and PGD systems available), and a minimum of 07 days of endurance (with fuel, ration, and a RO plant).",Mission,Support,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
