Scenario,Category,Sub - mission,Level,Action,Entity,From,Time,Location,Task Objective,Objective function,Hard Constrains,Soft Constrains (Preferences)
"When it comes to the fleet's maintenance of ships and submarines, they must plan ahead for the next round of refits. There will be only two dry docks available, limiting the number of vessels that can undergo simultaneous refitting (only three within a week are allowed) as MoMs. It is important to prioritize vessels, while repair workshops maintain at least 80% manpower during reffits; however, spare parts should arrive two months before the refIT schedule begins scheduled.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Due to the upcoming schedule for this year's scheduled conference for refits, the fleet must plan for ships and submarines as well as their diesel and gas tanks. Only two of these dry docks are currently in operation, so no more than three vessels can be refitted simultaneously (only three have been granted within a week) and all MoMs will be released immediately (regular maintenance plans aim at maintaining approximately 80% of the manpower required during any reffit). Spare parts for equipment overhauls should arrive two months ahead of time, which is expected to ensure an additional 20% of total when it has not",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"It comes as the fleet has to plan for maintenance of ships and submarines with two dry dock being in operation, no more than three can be refitted at a time (Moments will be released within 1/9/2016) while only vessels will receive priority attention from ""refits"" ensured by repair workshops maintaining at least 80 per cent manpower during the refits and expected to arrive 2 months early so that equipment overhauls can begin.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Now that the fleet is getting ready to schedule its annual refit conference, it will need to plan for ships and submarines as well as their maintenance because there are only two dry docks available so no more than three vessels can be simultaneously refited meaning they must prioritize which should have MoMs released within a week (one hour and fifteen minutes) While in all cases repair workshops aim to maintain at least 80% of manpower during refits So expect to receive spare parts for overhaul or upgrades two months before the start of the reffit schedule.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The fleet must now plan for the maintenance of ships and submarines as the annual refit conference approaches. With only two dry docks in operation, a maximum of three vessels can be refited simultaneously while prioritizing the priorities of the vessel(S) above. MoMs will be released within one week to ensure that repair workshops maintain at least 80% manpower during refits; however, they are expected to arrive two months early with parts for overhauls of equipment.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The annual refit for ships and submarines in the fleet is underway. It will have a maximum of three vessels (limited by two dry docks) during simultaneous refits. MoMs will be issued to prioritize vessels, while repair workshops must retain at least 80% manpower during refITS. Procurement and delivery of spare parts for equipment overhauls are expected to occur two months before the reffit starts.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The fleet is getting ready for the yearly refit of its ships and submarines. It has two dry docks, but only three vessels can be refits at a time. MoMs will be issued to prioritize vessels, while repair workshops must retain at least 80% manpower during refITS. Procurement and delivery of spare parts for equipment overhauls are expected two months before the reffit starts.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Each year, the fleet is getting ready for the refit of its ships and submarines. The fleet can only undergo a maximum of three simultaneous vessels due to the presence of two dry docked stations. MoMs will be issued immediately to prioritize vessels, while repair workshops must retain at least 80% of their manpower during repairs. Procurement and delivery of spare parts for equipment overhauls are expected to occur two months before any refits start.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Refreshments are being prepared for the annual refit of ships and submarines in the fleet. The fleet is limited to three vessels due to the presence of two dry docks, with a maximum of three per day. MoMs will be issued to prioritize vessels, while repair workshops must retain at least 80% manpower during refits. Procurement including delivery of spare parts as part of equipment overhauls is expected to occur two months before the reffit starts.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Due to the presence of two dry docks, only three vessels are scheduled for each annual refit of the fleet. MoMs will be issued immediately to prioritize vessels, while repair workshops must retain at least 80% manpower during all refits. Procurement and delivery of spare parts for equipment overhauls are expected to occur two months before the reffit starts on Monday morning.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Ayearly maintenance plans for the refit of ships and submarines have been established, with only three vessels being subject to simultaneous refits. The fleet will be assigned priority to vessels during each refIT, and MoMs will need to be sent out quickly. At least 80% of repair workshops must retain their manpower during refITS, as well as procuring and delivering spare parts for equipment overhauls two months before the start of the process.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Preparation is underway for the annual refit of ships and submarines in the fleet, which will be limited to three vessels due to the presence of two dry docks. MoMs will prioritise vessels before the refits, while repair workshops must retain at least 80% manpower during refITS. Procurement and delivery of spare parts for equipment overhauls are expected to occur two months before completion of this reffit.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Annual refits of the fleet's ships and submarines are being prepared for: only three vessels are scheduled to be refitted at once, with two dry dock facilities available; priority will be given quickly to vessels; during reffitting procedures, at least 80% of repair workshops must retain manpower, and procurement is expected to start two months before the refIT starts. Equipment overhauls should also be delivered in spare parts or replaced with new ones.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Every year, the fleet gets ready to carry out annual refits of its ships and submarines. As a result there will be only three vessels allowed during simultaneous refit, with two dry dock facilities available; MoM's will focus on which vessels will undergo prior reffitting, while at least 80% of repair workshops must retain onsite manpower. Procurement and delivery of spare parts for equipment overhauls are expected to take place one month before the refIT starts.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"In preparation for an annual refit of their ships and submarines, the fleet is preparing its own units with only three vessels left in facilities limited to two dry dock which will provide prior approval of MoMs where necessary while at least 80% manpower is retained on each vessel.Procurement as well as delivery of spare parts are expected to take place two months before the refits start.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Prior to the annual refit conference, it is important to carefully plan for ships and submarines. The fleet must operate two dry docks, which means only three vessels can be refited at once. MoMs must be rushed to prioritize vessels within a week. It is imperative to maintain 80% of staff in repair workshops during refits, while all spare parts need to be purchased and available two months in advance.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"To maximize benefits and profitability, the fleet must work within two dry docks, which limits their capacity for simultaneous refitting. This leaves only three vessels available for immediate action. It's crucial to have a workforce of at least 80% in repair workshops during refits, as well as procure all required spare parts for equipment overhauls with two months’ notice.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"In preparation for the annual refit conference, it is essential to carefully plan for ships and submarines. The fleet must operate two dry docks, which means that only three vessels can be refited at once. MoMs must be rushed to prioritize vessels within a week. It is imperative to maintain 80% of staff in repair workshops during refits, while all required spare parts must also be procured and available two months before the scheduled reffit begins.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"For ships and submarines, careful planning ahead of the annual refit conference is essential: the fleet must work within two dry docks where there will be space for three vessels to be refits simultaneously; MoMs should focus on vessels during a week of refitting (important to remember) and it is imperative that at least 80% of workers are kept in repair workshops during the reffitting process, while all required spare parts for equipment overhauls must be acquired and available two months before the scheduled start date.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Preparing for the yearly refit conference, ships and submarines must work with careful planning in mind, as their fleet only has two dry dock posts. It is necessary to prioritize vessel refits over those on other vessels, with MoMs being established to operate within a week of each other. At least 80% of the workforce must be available in repair workshops during refITS, and all required spare parts should be purchased and stored two months before the scheduled reffit begins.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Ahead of the yearly refit conference, ships and submarines must undergo extensive planning processes. The fleet needs to work within two dry docks that allow only three vessels from various tug boats to be refits simultaneously. MoMs should be expedited so that they can focus on vessels in one week or less. It's essential to have a workforce of at least 80% in repair workshops during refITS, as well as ensure that all required spare parts are purchased and available two months before the scheduled process begins.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The refit conference is approaching in October and preparations for ships and submarines are complex. The fleet must work within the time limit of two dry docks, allowing only three vessels to be refits simultaneously while MoM priority remains. It is imperative to maintain a workforce of at least 80% in repair workshops during refITS, and all required spare parts should be acquired and available two months before the scheduled reffit begins due to availability of new workers.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Before the annual refit conference, it is important to carefully plan for ships and submarines. To achieve this goal, a fleet must work within two dry docks, which limits the number of vessels to three that can be refits simultaneously. MoMs must be expedited to prioritize vessels within 80% of their assigned timeframes; therefore, at least 85% of staff must remain in repair workshops during repairs. Furthermore, all required spare parts for equipment overhauls should be obtained and accessible two months before the scheduled reffit begins.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"It is imperative that ships and submarines are well-prepared for the upcoming annual refit conference, as the fleet must work within two dry docks while managing only three vessels to be redubbed at once. MoMs must be expedited to prioritize vessels within one week during refits, and it's essential to have a minimum of 80 employees in repair workshops when necessary. Furthermore, all spare parts needed for equipment overhauls should be obtained and accessible two months before the scheduled reffit begins.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Both ships and submarines require meticulous planning before the annual refit conference. The fleet must work within two dry docks, which means that only three vessels can be refited at once. MoMs must be rushed to prioritize vessels within a week. It's essential for 80% or more staff in repair workshops during refits. Furthermore: all spare parts needed for equipment overhauls should arrive one month beforehand.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Prior to the annual refit conference, the fleet is preparing for the maintenance of ships and submarines. With only two dry docks available, no more than three vessels can be refited simultaneously. MoMs will be issued within a week to prioritize vessels, and repair workshops must support at least 80% manpower during refits. Spare parts for equipment overhauls should arrive two months before the start of the reffit schedule.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The fleet is getting ready for the yearly refit conference, which will center on the maintenance of ships and submarines. With only two dry docks available, the refitting of three vessels at a time is not feasible. MoMs will be issued within ten days to prioritize vessels, and repair workshops must support at least 80% manpower during refits. Spare parts for equipment overhauls should arrive two months before the start of the schedule.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The annual refit conference is being prepared for the fleet, which prioritizes the maintenance of ships and submarines. With only two dry docks available, the possibility of rebuilding three or more vessels simultaneously is feasible. MoMs will be issued within a week to prioritize vessels, and repair workshops must maintain at least 80% manpower during refits. Spare parts for equipment overhauls should arrive two months before the start of the reffit schedule.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"In preparation for the annual refit conference, which will concentrate on ships and submarines, the fleet is preparing to handle its maintenance. With only two dry docks available, no more than three vessels can be refited at once; MoMs will be issued within a week that will prioritize each vessel; repair workshops must support at least 80% of the manpower during refits; and spare parts should be dispatched as soon as possible, two months before the start of their reffitting schedule.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"A lot of attention is being given to ships and submarines by the fleet during their annual refit conferences, with minimal resources available for other vessels. With only two dry docks, the refitting of three vessels at a time is not feasible. MoMs will be issued within ten days to prioritize vessels, and repair workshops must support at least 80% manpower while they are in operation. Spare parts for equipment overhauls should arrive two months before the start of the schedule.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"At its annual refit conference, the fleet is preparing for the maintenance of ships and submarines; there will be at least three vessels being refited simultaneously using only two dry docks: MoMs will have been issued within a week to prioritise these vessels, while repair workshops must maintain at minimum 80% manpower during refits, and spare parts should arrive two months before the start of their reffitting schedule.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Refreshing matters for the fleet: The main area of concern ahead of its annual refit conference are ships and submarines – with only two dry docks available, so that no more than three vessels can be simultaneously refited—and MoMs will be issued within a week to prioritise vessels; in addition, it is expected that repair workshops will sustain at least 80% of their manpower during recaptures while the replacement parts must leave either end by itself or two months after the scheduled schedule is published. Spare parts for equipment overhaul operations.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Fleets are preparing their annual refit conference to deal with ship and submarine servicing; only two dry dock can be used, so no more than three vessels can still be refited simultaneously; all vessels will receive priority over MoMs set for this period of work; at least 80% of manpower must be maintained in repair workshops as part of the refits, and that spare parts should arrive 2 months early from schedule start.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"With the regular focus on ships and submarines, the fleet is preparing for its annual refit conference. There will be at least three vessels up for renewal within a week with only two dry docks available; instead, they can undergo simultaneous refitting (MoMs given to each vessel), and repair workshops must maintain at minimum 80% of their manpower during refits, and parts for equipment overhauls should arrive no more than two months before the start of this reffitting schedule.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"During its annual refit conference, the majority of the fleet is getting ready for repairs to ships and submarines. With only two dry docks available, no more than three vessels can be refited simultaneously; all major components will receive priority over MoMs issued within one week (i.e., fixed installations). Refits should also require at least 80% manpower from repair workshops, and spare parts should arrive two months before the start of their reffitting schedule.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The annual refit conference must be scheduled by the command to plan the reffit of all ships and submarines. The yard has two operational dry docks, but no more than three vessels can be undergoing refitting at once. MoM should be released within a week, prioritizing the vessels. Repair workshops need to be fully operational with over 80% manpower during the process. Spares needed for equipment overhaul should arrive two months before the first refits start.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The command is responsible for organizing the upcoming annual refit conference to plan the reffit of all ships and submarines. The yard has two operational dry docks, but no more than three vessels can be undergoing refitting at once. MoM should be released within a week, prioritizing the vessels. Repair workshops need to be fully operational with over 80% manpower during the process. Spares needed for equipment overhaul should arrive two months before the first refits start.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"It is necessary for the command to plan a proper refit of all ships and submarines by organizing the annual conference, which will require the yard to have two working dry docks where no more than three vessels may be undergoing refitting at the same time; an MoM should be issued within euphorbia (the vessel's priority) while the repair workshops are fully operational with over 80% manpower during the refits. The reffitting process must also include the arrival of equipment parts and accessories two months before the first event.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"To plan the refit of all ships and submarines, the command must hold an annual reffit conference. The yard has two operational dry docks; no more than three vessels may be undergoing refits at any given time. An initial MoM should be released within a week, with the aim of prioritizing the vessels. Repair workshops need to be fully operational with over 80% manpower during the process. Spares needed for equipment overhaul should arrive two months before the first refIT begins.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Every year, the command has to arrange for a conference to plan the refit of all ships and submarines. The yard has two operational dry docks, but it is not possible to have more than three vessels undergo reffit at any given time. MoM should be released within ten days, prioritizing the vessels. Repair workshops must be fully operational with over 80% manpower during the process. Spares needed for equipment overhaul should arrive two months before the first refits begins.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"For the purpose of scheduling the upcoming annual refit conference, it is necessary that the command arrange the reffit of all ships and submarines. The yard has two operational dry docks, but no more than three vessels can be undergoing refitting at once. An MoM should therefore be issued within a week, prioritizing the vessels. Repair workshops must be fully operational with over 80% manpower during the process. Spares needed for equipment overhaul should arrive two months before the first refits start.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"This year's annual refit conference must be scheduled so that the command can plan for the actual ""refit"" of all ships and submarine(S): The yard has two working dry docks, but no more than three vessels may be undergoing refitting at any given time; MoM should be issued within a week prior to each vessel; the repair workshops need over 80% (manpower) work and dispatched Spares needed for equipment overhaul 2 months before start of refits.. Harbour is on track to have completed completion.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"In order to plan the refit of all ships and submarines, it is necessary that a special conference be held by the command (the next annual meeting) be called for: There are two dry docks at the yard with the option that can accommodate up to three vessels at ONE time; MoM should be released within – equivalentially, prior to sailing the vessels; the repair workshops must be fully operational with over 80% manpower during this period, and Spares needed for equipment overhaul should arrive two months before the start of the refurbishment.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Each year a plan is put forward by the command for all ships and submarines to be refitted, with an annual conference being organised; two working dry docks are available at the yard; no more than three vessels may be undergoing refits simultaneously; MoM should be issued within – one week prior to work on the vessels; repair workshops needing over 80 percent of manpower and two months before the reffit begins; equipment overhaul or replacement should arrive two month after.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Planning for all ships and submarines' refit requires that each year an annual conference be called upon by the command; there are, however: (there are currently only two working dry docks at the yard with up to three vessels under reffitting at any one time) An MoM should then be released within a week prior to commencing the refits, which must also include repair workshops which need over 80% of the manpower required in order to commence work and Spares needed for equipment overhaul arriving two months before the start of its process.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The fleet is required to schedule the refit of all ships and submarines in the command for the annual reffit conference. The yard has two active dry docks, and only three vessels can be refited at a time. Prioritize and release the MoM within ten days. Make sure repair workshops are fully operational with over 80% of their manpower during the process. Required spares should be delivered two months before the start of the refurbishment plan.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"For the annual refit conference, all ships and submarines in the command must be scheduled to be refubbed; the yard has two active dry docks while only vessels can be refinanced at once; priority should be given to prioritizing and releasing MoM within a week; maintenance activities should also involve more than 80% of their manpower (while the reffit is ongoing); necessary spares should arrive two months before the start of the plan.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"To meet the requirements of the annual refit conference, the fleet must schedule the reffitting of all ships and submarines in the command. The yard has two active dry docks, and only three vessels can be refited at a time. Prioritize and release the MoM within ten days. Make sure repair workshops are fully operational with over 80% of their manpower during the process. Required spares should be delivered two months before starting the refurbishment plan.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"In preparation for the annual refit conference, the entire fleet must schedule the reffitting of all ships and submarines in the command. The yard has two active dry docks, and only three vessels can be refited at a time. Prioritize and release the MoM within ten days; ensure that repair workshops are fully operational with over 80% of their manpower during the process; and deliver required spares two months before the start of our refits plan so that they can begin.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"At the yearly conference for refitting, it is necessary for every ship and submarine in command to schedule an early reffit of all ships and their submarines. The yard has two active dry docks, and only three vessels can be refited at a time. Prioritize and release the MoM within ten days. Make sure repair workshops are fully operational with over 80% of their manpower during the refits. Spare parts should be delivered two months before the start of the rebuilding process.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Prioritize and release MoM within a week; ensure that, at least two weeks before the annual conference (the fleet is responsible for scheduling) all ships and submarines in the command are refitted; there are only three vessels allowed to be refits at any one time due to the yard's facilities having two active dry docks; during the reffitting process, all repair workshops must remain fully operational with over 80% of their manpower which means they will need to deliver required spares two months before an initial refIT plan is initiated.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"All ships and submarines in the command must be refitted at an annual conference, which means that the fleet must schedule this. The yard has two active dry docks, but only three vessels can be renovated simultaneously. Prioritize and release the MoM within a week. Ensure that repair workshops are fully operational with over 80% of their manpower during the reffitting process; deliver required spare parts 2 months before any refits plan is implemented.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"When attending the yearly conference for their refit conferences, all ships and submarines in the command must be scheduled to be refited by the fleet. The yard has two active dry docks, and only three vessels can be recaptured at any given time. Prioritize and release MoM within a week. Make sure repair workshops are fully operational with over 80% of their manpower during the process. Required spares should be delivered 2 months before starting the reffit plan; these procedures conform to European Union guidelines.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The refit conference mandates that the fleet schedule the reffit of all ships and submarines in the command. The yard has two operational dry dock facilities, and only three vessels can be refited at a time. Prioritize and release the MoM within ten days. Ensure that repair workshops are fully operational with over 80% of their manpower during this process. Required spares should be delivered two months before starting any plan.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Requisitioning the reffitting of all vessels (including submarine) from each ship and submarine assigned to that fleet for its annual refit conference requires immediate action. The yard has two active dry docks, and only three vessels can be refited simultaneously while maintaining priority for release of MoM; ensure that over 80% of their manpower is being used in repair workshops on an annual basis as required by regulations; and deliver necessary spares at least two months before the start of the proposed refits plan.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"During the annual refit conference, the command will plan to reffit ships and submarines. The facility has two operational dry docking points, and only three vessels can be refited simultaneously. MoM must be issued within a week, prioritizing each vessel. Repair workshops must have at least 80% manpower during the refits. Spares for the overhaul should arrive two months before completion.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The annual refit conference of the command will include the reffitting of ships and submarines; there are two working dry docks available, and no more than three vessels may be refited at a time; MoM must be issued within – ideally within one week with each vessel prioritised; repair workshops must remain fully staffed with at least 80% manpower during the period when the subcontractor begins the overhaul. Spares for the refurbishment should arrive two months before the work starts.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The command's annual refit conference will involve scheduling the reffitting of ships and submarines; there are, however, two working dry docks available while all vessels can be fixed at once: three MoM must be issued within a week (one for each vessel) Prioritizing each ship means that the reparation works must take place fully staffed with at least 80% manpower during the period in question. Spares for the overhaul should arrive two months before the start of their refits.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"It will also include scheduling the reffit of ships and submarines for its annual conference, with two working dry docks available while no more than three vessels may be refitted simultaneously as MoM must be issued within a week prior to each vessel being refits; at least 80 per cent of the crew is still needed in the repair workshops: By then it meant that Spares should arrive two months before an actual refIT.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"A conference is scheduled annually by the command to refit ships and submarines, which means that no more than three vessels can be refited at once (two operational dry docks are available), and that an initial MoM must be issued within a week prioritizing each vessel (this includes ensuring every vessel has enough manpower to repair it) During the reffit, spare parts should arrive two months after the start of the refurbishment. The repair workshops must also be fully staffed with at least 80% man power during the process.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"When ships and submarines are scheduled for refit, the annual conference of the command will include a set schedule: two working dry dock (portions) are available, and no more than three vessel can be simultaneously refited; MoM must be issued within – ideally within one week with each ship prioritised; repair workshops need to be fully staffed with at least 80% manpower during the reffit and spare parts should arrive two months before its start.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"At the command's annual refit conference, it will be decided on a schedule for the reffitting of ships and submarines; there are two working dry docks available while only three vessels may be refited simultaneously; an initial MoM must be issued in under ten days prior to each vessel being refitated with at least 80% of the manpower required during the process; repair workshops need to be fully staffed with no less than 85% of staff (while the rest of is ongoing) and spare parts should arrive two months before the start of this.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"For each of these vessels, scheduling for ships and submarines to be refitted is done at the command'S annual reffit conference with a minimum of two working dry docks where no more than three vessel may go through convoys that means they can all be ""refitted"" in one week (MoM should be issued within seven days prior to an incident) and attention must be given to each vessel, with at least 80% of the manpower required by the repair workshops to remain on site during such if not longer than two months before the refits. Spareties or other items needing",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"In its yearly refit conferences (at the command's request, for example) the repairs to ships and submarines will be scheduled: The crew must also use two working dry docks while no more than three vessels may be refited at any given time; MoM must be issued within one week with each vessel prioritized by the commander/main teams; repair workshops need to be fully staffed with at least 80% manpower during this period and spare parts should arrive two months before they start work on the refits.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
