Scenario,Category,Sub - mission,Level,Action,Entity,From,Time,Location,Task Objective,Objective function,Hard Constrains,Soft Constrains (Preferences)
"INS Viraat, during her operational cycle, has conducted detailed condition-based inspections of shock mounts for various pumps and gas turbines. Numerous shock mount readings are dangerously close to exceeding the warning threshold. The ship is slated to sail within 24 hours and for an operational duration of 7 days. Replacement of these shock mounts is imperative to uphold mission reliability at 0.91.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"INS Mumbai, amidst her operational cycle, has undergone comprehensive condition-based inspections of shock mounts for various pumps and gas turbines. Several shock mount readings are approaching the warning threshold at an alarming rate. The ship is scheduled to sail within 30 hours and for an operational duration of 9 days. Replacing these shock mounts is essential to maintain mission reliability at 0.88.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"INS Delhi, during her operational cycle, has conducted extensive condition-based inspections of shock mounts for various pumps and gas turbines. A variety of shock mount readings are on the brink of exceeding the warning threshold. The ship is set to sail within 48 hours and for an operational duration of 4 days. Replacing these shock mounts is crucial to uphold mission reliability at 0.93.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"INS Shivalik, amidst her operational cycle, has undergone thorough condition-based inspections of shock mounts for various pumps and gas turbines. Multiple shock mount readings are rapidly approaching the warning threshold. The ship is slated to set sail within 60 hours and for an operational duration of 3 days. Replacement of these shock mounts is critical to maintain mission reliability at 0.87.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"INS Kochi, during her operational cycle, has conducted meticulous condition-based inspections of shock mounts for various pumps and gas turbines. Several shock mount readings are steadily nearing the warning threshold. The ship is scheduled to sail within 39 hours and for an operational duration of 10 days. Replacing these shock mounts is imperative to uphold mission reliability at 0.94.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"INS Vikrant, amidst her operational cycle, has undergone detailed condition-based inspections of shock mounts for various pumps and gas turbines. Numerous shock mount readings are rapidly approaching the warning threshold. The ship is set to set sail within 33 hours and for an operational duration of 11 days. Replacement of these shock mounts is essential to maintain mission reliability at 0.86.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"INS Kochi, during her operational cycle, has conducted thorough condition-based inspections of shock mounts for various pumps and gas turbines. Several shock mount readings are dangerously close to exceeding the warning threshold. The ship is scheduled to sail within 45 hours and for an operational duration of 6 days. Replacing these shock mounts is crucial to uphold mission reliability at 0.95.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"INS Viraat, during its operational cycle, has undergone detailed condition-based inspections of shock mounts for various pumps and gas turbines. Numerous shock mount readings are nearing the warning threshold. The ship is scheduled to set sail within 27 hours for an operational duration of 8 days. Replacement of these shock mounts is paramount to maintain mission reliability at 0.91.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"INS Kolkata, amidst its operational cycle, has conducted thorough condition-based inspections of shock mounts for various pumps and gas turbines. Several shock mount readings are on the verge of surpassing the warning threshold. The ship is set to sail within 55 hours for an operational duration of 4 days. Replacing these shock mounts is crucial to uphold mission reliability at 0.88.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"INS Delhi, during its operational cycle, has undergone meticulous condition-based inspections of shock mounts for various pumps and gas turbines. Multiple shock mount readings are rapidly approaching the warning threshold. The ship is scheduled to set sail within 38 hours for an operational duration of 7 days. Replacement of these shock mounts is essential to maintain mission reliability at 0.92.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"INS Mumbai, amidst its operational cycle, has conducted detailed condition-based inspections of shock mounts for various pumps and gas turbines. Several shock mount readings are dangerously close to exceeding the warning threshold. The ship is set to sail within 29 hours for an operational duration of 9 days. Replacing these shock mounts is critical to uphold mission reliability at 0.89.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"INS Kochi, during its operational cycle, has undergone comprehensive condition-based inspections of shock mounts for various pumps and gas turbines. Numerous shock mount readings are rapidly approaching the warning threshold. The ship is scheduled to set sail within 42 hours for an operational duration of 6 days. Replacement of these shock mounts is imperative to maintain mission reliability at 0.90.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"INS Shivalik, amidst its operational cycle, has conducted meticulous condition-based inspections of shock mounts for various pumps and gas turbines. Several shock mount readings are steadily nearing the warning threshold. The ship is set to sail within 33 hours for an operational duration of 5 days. Replacing these shock mounts is crucial to uphold mission reliability at 0.93.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"INS Chennai, during its operational cycle, has undergone thorough condition-based inspections of shock mounts for various pumps and gas turbines. Multiple shock mount readings are dangerously close to exceeding the warning threshold. The ship is scheduled to set sail within 47 hours for an operational duration of 10 days. Replacing these shock mounts is paramount to maintain mission reliability at 0.86.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"INS Vikrant, amidst its operational cycle, has conducted extensive condition-based inspections of shock mounts for various pumps and gas turbines. Numerous shock mount readings are rapidly approaching the warning threshold. The ship is set to sail within 36 hours for an operational duration of 3 days. Replacing these shock mounts is essential to uphold mission reliability at 0.94.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"For the current mission, ship INS Delhi needs a thorough evaluation. This evaluation includes assessing the capacity and capability of its OTO Melara 76 mm gun. The target reliability for this evaluation is set at 0.95. Key criteria include the gun's range (20 km), consistency, and accuracy. The current operating status of the gun can be assessed using parameters - Operational Readiness (OR), Maintenance Schedule Adherence (MSA), and Firepower Output (FO). The mission's risk score must not exceed 10/25. Risk assessment will use parameters - Environmental Conditions (EC) and Crew Proficiency (CP).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"For the stated mission, ship INS Kolkata must undergo an evaluation, focusing on its 127 mm naval gun. The reliability target is set at 0.92. The criteria include maximum range (25 km), consistency, and accuracy. Gun status will be evaluated using parameters - Gun Barrel Wear (GBW), Target Hit Accuracy (THA), and Firing Rate Consistency (FRC). The mission's risk score must be below 12/25, evaluated using Weather Conditions (WC) and Ammunition Supply Status (ASS).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"Ship INS Chennai requires evaluation for the upcoming mission, specifically the capacity and capability of its AK-630 close-in weapon system. The reliability target is 0.93. Focus criteria include effective range (5 km), rate of fire, and precision. Gun status evaluation parameters are - System Health Check (SHC), Calibration Consistency (CC), and Engagement Success Rate (ESR). The risk score should be no higher than 11/25, using parameters - System Redundancy (SR) and Operator Training Level (OTL).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"For this mission, ship INS Shivalik's 76 mm Super Rapid gun mount must be evaluated. The target reliability is set at 0.94. Criteria include operational range (16 km), stability, and precision. Gun status can be assessed using parameters - Readiness Index (RI), Operational Consistency (OC), and Maintenance Efficiency (ME). The mission risk score must not exceed 9/25, assessed via Threat Level Assessment (TLA) and Supply Chain Reliability (SCR).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"Ship INS Sahyadri requires evaluation for its mission, focusing on the performance of its AK-100 naval gun. The reliability target is 0.91. Important criteria are range (21 km), consistency, and accuracy. Gun status will be evaluated using parameters - Technical Readiness Level (TRL), Operational Integrity (OI), and Performance Stability (PS). The acceptable risk score for the mission is up to 10/25, using parameters - Operational Environment (OE) and Logistics Support (LS).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"For the mission, ship INS Tarkash needs to be evaluated, particularly its A-190E naval gun. The reliability target is 0.90. Focus criteria include maximum effective range (22 km), accuracy, and rate of fire. Current gun status can be assessed using parameters - Functional Efficiency (FE), Operational Readiness Level (ORL), and Performance Metrics (PM). The mission's risk score must not be more than 11/25, using Threat Assessment (TA) and Crew Readiness (CR).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"Ship INS Satpura's evaluation is necessary for its mission, focusing on the performance of its AK-630 gun. The reliability target is set at 0.96. Criteria include range (4 km), precision, and firing consistency. Gun status will be evaluated using parameters - System Status (SS), Accuracy Rate (AR), and Reliability Index (RI). The risk score for the mission must stay below 12/25, using parameters - Environmental Impact (EI) and Equipment Condition (EC).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"For the mission, ship INS Teg needs an evaluation of its 100 mm A-190 naval gun. The target reliability is set at 0.94. Important criteria are maximum range (20 km), consistency, and accuracy. The gun’s operating status can be evaluated using parameters - Readiness Level (RL), Precision Rate (PR), and Operational Status (OS). The risk score must not exceed 11/25, assessed using Safety Index (SI) and Tactical Preparedness (TP).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"Ship INS Kamorta requires an evaluation for its mission, focusing on the capabilities of its AK-630M gun system. The reliability target is 0.92. Criteria include effective range (5 km), accuracy, and firing rate. Gun status can be assessed using parameters - Operational Capability (OC), Maintenance Effectiveness (ME), and Performance Accuracy (PA). The mission's risk score must be under 10/25, using parameters - Risk Environment (RE) and System Integrity (SI).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"For the mission, ship INS Trikand needs an evaluation, focusing on its 76 mm OTO Melara gun. The reliability target is set at 0.95. Key criteria are operational range (16 km), firing consistency, and precision. The current status of the gun can be evaluated using parameters - Gun Health Index (GHI), Target Engagement Rate (TER), and Firing Accuracy (FA). The mission risk score must not be more than 9/25, using parameters - Mission Threat Level (MTL) and Crew Experience (CE).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"For the upcoming mission, ship INS Mysore's 76 mm naval gun requires evaluation. The target reliability is 0.91. Evaluation criteria include range (16 km), firing consistency, and accuracy. The gun's status can be evaluated using parameters - Operational Efficiency (OE), System Calibration (SC), and Fire Rate (FR). The mission risk score must not exceed 11/25, assessed using parameters - Adverse Weather Impact (AWI) and Crew Training Level (CTL).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"Ship INS Betwa needs to be evaluated for its 100 mm naval gun performance. The reliability target is 0.92. Important criteria include range (20 km), accuracy, and rate of fire. The gun's operational status can be assessed using parameters - Operational Readiness (OR), Firing Precision (FP), and Maintenance Schedule Compliance (MSC). The acceptable risk score for the mission is up to 10/25, using parameters - Equipment Wear (EW) and Tactical Readiness (TR).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"For this mission, ship INS Tabar's AK-100 naval gun must be evaluated. The reliability target is set at 0.90. Key criteria include range (21 km), consistency, and accuracy. Gun status will be evaluated using parameters - Gun System Health (GSH), Precision Consistency (PC), and Firing Efficiency (FE). The mission's risk score must be under 11/25, evaluated using parameters - Mission Complexity (MC) and Logistic Support Availability (LSA).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"Ship INS Sumedha requires evaluation of its 76 mm naval gun. The target reliability is 0.94. Criteria include range (15 km), accuracy, and firing rate. Gun status can be assessed using parameters - Readiness Status (RS), Accuracy Rate (AR), and Operational Effectiveness (OE). The mission risk score should not exceed 9/25, using parameters - Environmental Factors (EF) and Crew Skill Level (CSL).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"For this mission, ship INS Sunayna's 30 mm gun needs evaluation. The reliability target is 0.93. Important criteria are range (10 km), consistency, and precision. Gun status will be evaluated using parameters - System Readiness (SR), Maintenance Consistency (MC), and Performance Metrics (PM). The mission's risk score must stay below 12/25, assessed using parameters - Threat Level (TL) and Equipment Condition (EC).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"Ship INS Tarangini's 40 mm naval gun needs evaluation for the mission. The reliability target is set at 0.91. Key criteria include range (12 km), accuracy, and firing consistency. The gun's status can be evaluated using parameters - Operational Capacity (OC), Calibration Accuracy (CA), and Fire Control Efficiency (FCE). The mission risk score must not exceed 10/25, evaluated using parameters - Operational Risk (OR) and Supply Chain Stability (SCS).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"For the upcoming mission, ship INS Viraat’s 76 mm OTO Melara gun requires assessment. The target reliability is 0.95. Criteria include operational range (16 km), consistency, and precision. Gun status will be evaluated using parameters - System Health Index (SHI), Engagement Rate (ER), and Firing Precision (FP). The mission risk score should not surpass 9/25, assessed using parameters - Environmental Conditions (EC) and Crew Proficiency (CP).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"Ship INS Ganga needs evaluation for its 127 mm gun. The reliability target is 0.92. Important criteria are range (25 km), accuracy, and consistency. Gun status will be evaluated using parameters - Readiness Index (RI), Precision Consistency (PC), and Operational Efficiency (OE). The mission risk score must remain below 11/25, using parameters - Risk Factor (RF) and Equipment Readiness (ER).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"For the mission, ship INS Aditya’s 76 mm gun must be evaluated. The target reliability is 0.94. Key criteria include range (15 km), consistency, and firing precision. The gun's status can be assessed using parameters - Operational Readiness (OR), Firing Accuracy (FA), and System Calibration (SC). The mission risk score must not be more than 10/25, using parameters - Operational Environment (OE) and Crew Readiness (CR).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"Ship INS Beas requires evaluation for its mission, focusing on its 100 mm naval gun. The reliability target is 0.93. Evaluation criteria include range (20 km), firing rate, and accuracy. The gun's operational status can be assessed using parameters - System Readiness (SR), Maintenance Effectiveness (ME), and Performance Metrics (PM). The mission's risk score must stay under 11/25, using parameters - Environmental Risk (ER) and Crew Competence (CC).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"For the upcoming mission, ship INS Brahmaputra's 100 mm naval gun needs evaluation. The target reliability is 0.90. Criteria include range (21 km), firing consistency, and accuracy. The gun's status can be assessed using parameters - System Readiness (SR), Operational Precision (OP), and Maintenance Adherence (MA). The mission risk score must not exceed 11/25, evaluated using parameters - Equipment Wear (EW) and Crew Readiness Level (CRL).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"Ship INS Talwar requires evaluation for its mission, focusing on the performance of its A-190 naval gun. The reliability target is 0.94. Important criteria are maximum range (22 km), firing rate, and accuracy. The gun’s operating status can be assessed using parameters - Readiness Status (RS), Accuracy Rate (AR), and Operational Effectiveness (OE). The mission risk score must stay below 12/25, using parameters - Adverse Weather Impact (AWI) and Logistic Support Availability (LSA).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"For this mission, ship INS Kora’s 76 mm OTO Melara gun must be evaluated. The target reliability is set at 0.92. Key criteria include range (16 km), consistency, and accuracy. Gun status will be evaluated using parameters - Operational Efficiency (OE), Calibration Accuracy (CA), and Fire Rate (FR). The mission's risk score must not exceed 10/25, assessed using parameters - Environmental Conditions (EC) and Crew Training Level (CTL).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"Ship INS Kirch requires evaluation of its 76 mm naval gun. The target reliability is 0.95. Criteria include operational range (15 km), firing precision, and consistency. Gun status can be assessed using parameters - System Health Index (SHI), Engagement Rate (ER), and Performance Stability (PS). The mission risk score should not exceed 9/25, using parameters - Threat Level Assessment (TLA) and Crew Proficiency (CP).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"For this mission, ship INS Sujata’s 30 mm gun needs evaluation. The reliability target is 0.93. Important criteria are range (10 km), accuracy, and firing consistency. Gun status will be evaluated using parameters - Readiness Index (RI), Maintenance Consistency (MC), and Operational Capacity (OC). The mission's risk score must stay below 12/25, assessed using parameters - Risk Environment (RE) and Equipment Condition (EC).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"Ship INS Magar’s 40 mm naval gun needs evaluation for the mission. The reliability target is set at 0.91. Key criteria include range (12 km), firing precision, and rate of fire. The gun's status can be evaluated using parameters - Functional Efficiency (FE), Calibration Consistency (CC), and Fire Control Metrics (FCM). The mission risk score must not exceed 10/25, evaluated using parameters - Operational Risk (OR) and Supply Chain Stability (SCS).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"For the upcoming mission, ship INS Nireekshak’s 76 mm OTO Melara gun requires assessment. The target reliability is 0.95. Criteria include operational range (16 km), accuracy, and firing consistency. Gun status will be evaluated using parameters - System Health (SH), Engagement Success Rate (ESR), and Firing Accuracy (FA). The mission risk score should not surpass 9/25, assessed using parameters - Environmental Factors (EF) and Crew Skill Level (CSL).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"Ship INS Kiltan needs evaluation for its mission, focusing on the capabilities of its AK-630M gun system. The reliability target is 0.92. Criteria include effective range (5 km), precision, and firing rate. Gun status can be assessed using parameters - System Status (SS), Accuracy Rate (AR), and Operational Readiness (OR). The mission's risk score must be under 10/25, using parameters - Risk Assessment (RA) and System Integrity (SI).",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",
"As the mission enters the cruising phase, only 2 AC plants need to be operational for the next 20 hours. According to load balancing requirements, 1 AC plant from the bow and 1 AC plant from the stern should be active. The best combination to achieve a reliability of 0.9 with a risk score not exceeding 7/18 is determined. If multiple AC plants meet the criteria, priority is given to balance their operating hours.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Transitioning into the cruising phase of the mission, only 2 radars need to be active for the next 20 hours. Following load balancing protocols, 1 radar from the fore and 1 radar from the aft should remain in operation. The optimal combination ensuring a reliability of 0.9 and a risk score not exceeding 7/18 is identified. In case of multiple suitable radar systems, preference is given to maintaining balanced operating durations.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission progresses into the cruising phase, only 2 sonar systems need to be active for the next 20 hours. Adhering to load distribution guidelines, 1 sonar system from the bow and 1 sonar system from the stern must remain operational. The most suitable combination is selected to achieve a reliability of 0.9 with a risk score not exceeding 7/18. If more than one sonar system meets the criteria, efforts are made to balance their operational hours.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Heading into the cruising phase of the mission, only 2 missile launchers need to be functional for the next 20 hours. Following load balancing principles, 1 launcher from the forward section and 1 launcher from the aft section should be active. The optimal combination is chosen to meet a reliability of 0.9 while keeping the risk score below 7/18. If there are multiple suitable missile launchers, priority is given to maintaining balanced operational times.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission proceeds to the cruising phase, only 2 navigation systems need to be operational for the next 20 hours. In accordance with load management regulations, 1 navigation system from the front and 1 navigation system from the rear should remain active. The ideal combination is identified to achieve a reliability of 0.9 with a risk score not exceeding 7/18. In case of multiple suitable navigation systems, efforts are made to balance their operating durations.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Transitioning into the cruising phase of the mission, only 2 communication systems need to be active for the next 20 hours. As per load balancing guidelines, 1 communication system from the bow and 1 communication system from the stern should remain operational. The most suitable combination is selected to ensure a reliability of 0.9 and a risk score not exceeding 7/18. If there are multiple suitable communication systems, priority is given to balanced operating hours.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Heading into the cruising phase of the mission, only 2 engine rooms need to be operational for the next 20 hours. Adhering to load distribution principles, 1 engine room from the fore and 1 engine room from the aft must remain active. The optimal combination is chosen to meet a reliability of 0.9 while keeping the risk score below 7/18. If there are multiple suitable engine rooms, priority is given to maintaining balanced operational times.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission progresses into the cruising phase, only 2 fire control systems need to be active for the next 20 hours. Following load management regulations, 1 fire control system from the forward section and 1 fire control system from the aft section should be active. The ideal combination is identified to achieve a reliability of 0.9 with a risk score not exceeding 7/18. In case of multiple suitable fire control systems, efforts are made to balance their operating durations.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Transitioning into the cruising phase of the mission, only 2 medical facilities need to be operational for the next 20 hours. As per load balancing guidelines, 1 medical facility from the bow and 1 medical facility from the stern should remain active. The most suitable combination is selected to ensure a reliability of 0.9 and a risk score not exceeding 7/18. If there are multiple suitable medical facilities, priority is given to balanced operating hours.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Heading into the cruising phase of the mission, only 2 power generators need to be operational for the next 20 hours. Adhering to load distribution principles, 1 power generator from the fore and 1 power generator from the aft must remain active. The optimal combination is chosen to meet a reliability of 0.9 while keeping the risk score below 7/18. If there are multiple suitable power generators, priority is given to maintaining balanced operational times.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"For the next 20 hours of the cruising phase, only 2 radar systems need to be operational. One radar system from the front and one from the rear should be activated, adhering to load balancing protocols to ensure a reliability of 0.9 with a risk score not exceeding 7/18.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Transitioning into the cruising phase, the mission requires only 2 missile launchers to be active for the next 20 hours. A launcher from the forward and one from the aft section must remain operational to maintain balance and achieve a reliability of 0.9 with a risk score not exceeding 7/18.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission enters the cruising phase, load balancing necessitates the operation of only 2 sonar systems for the next 20 hours. One sonar system from the bow and one from the stern should remain active to ensure a reliability of 0.9 while maintaining a risk score below 7/18.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Proceeding to the cruising phase, the mission requires only 2 communication systems to be active for the next 20 hours. One communication system from the fore and one from the aft should remain operational, prioritizing balance and achieving a reliability of 0.9 with a risk score not exceeding 7/18.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"For the next 20 hours of the cruising phase, only 2 engine rooms need to be operational. One engine room from the fore and one from the aft must remain active, ensuring balanced load distribution and achieving a reliability of 0.9 with a risk score not exceeding 7/18.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Transitioning into the cruising phase, the mission requires only 2 medical facilities to be operational for the next 20 hours. One medical facility from the bow and one from the stern should remain active, prioritizing balance and achieving a reliability of 0.9 with a risk score not exceeding 7/18.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission progresses to the cruising phase, only 2 power generators need to be operational for the next 20 hours. One power generator from the fore and one from the aft should remain active, ensuring balanced load distribution and achieving a reliability of 0.9 with a risk score not exceeding 7/18.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Proceeding to the cruising phase, load balancing necessitates the operation of only 2 fire control systems for the next 20 hours. One fire control system from the front and one from the rear should remain active to ensure a reliability of 0.9 while maintaining a risk score below 7/18.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"For the next 20 hours of the cruising phase, only 2 navigation systems need to be operational. One navigation system from the bow and one from the stern should remain active, prioritizing balance and achieving a reliability of 0.9 with a risk score not exceeding 7/18.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Transitioning into the cruising phase, the mission requires only 2 air conditioning plants to be operational for the next 20 hours. One plant from the fore and one from the aft should remain active, adhering to load balancing protocols to ensure a reliability of 0.9 with a risk score not exceeding 7/18.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Throughout the next 20 hours of the cruising phase, only 2 propulsion systems need to remain operational to ensure maneuverability. It's imperative to activate one propulsion system from the bow and one from the stern to maintain balance and achieve a reliability rating of 0.9 with a risk score not surpassing 7/18.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
