Scenario,Category,Sub - mission,Level,Action,Entity,From,Time,Location,Task Objective,Objective function,Hard Constrains,Soft Constrains (Preferences)
"During the annual maintenance period, the ship has been required to sail and various equipment is being serviced. The workshop has received instructions to complete the maintenance tasks and maintain the vessel's seaworthiness within 48 hours of notification. To meet the new timelines, it must ensure that the quality of work performed does not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"It has been ordered to sail during annual maintenance, with ongoing repairs for all types of equipment. Within 48 hours of notification, the workshop has also been told to complete the necessary maintenance and ensure the ship is seaworthy within that period – in accordance with new timelines under which the work must not vary by more than 10% on a minimum quality basis.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Ship sailing now takes place during annual maintenance, with various equipment being regularly serviced and all work to be done on the same day (within 48 hours) The workshop has been told that it must complete the necessary tasks to maintain shipworthiness as outlined in new timelines: ""In order to meet these new deadlines, the workshop is required to check quality of work at least 10% or more.""",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"This means that the ship has been ordered to sail during its annual maintenance period, while other parts are being serviced regularly (many equipment is in varying states) The workshop has now been given notice of how it will complete all the maintenance tasks and ensure the vessel is seaworthy within 48 hours. In order to meet the new timelines for this work to be carried out, the workshop must maintain quality of work at least 10% or more.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"As part of the annual maintenance period, a variety of equipment is being regularly serviced, and the ship has been ordered to sail during this time. The workshop has received instructions to complete these maintenance tasks within 48 hours for the vessel to be seaworthy. To meet new timelines, it must ensure that the quality of work performed does not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"However, it has been ordered to sail during the annual maintenance period with various equipment being maintained day after day and within 48 hours of notice the ship will be seaworthy if all these items have been carried out. The workshop has also been instructed that in accordance mitigating its own time schedule must ensure that the quality of work delivered does not exceed 10 percentage points (the minimum duration for which work is required) on scheduled intervals.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"In order to maintain the ship's safety, it has been ordered to sail during the annual maintenance period, with ongoing equipment maintenance. The workshop has received orders to complete these tasks within 48 hours of notification and ensure the vessel is seaworthy by 2020 (to comply with newly implemented timelines), including ensuring quality of work does not drop by more than 10% over those years until the end of the working day.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Within 48 hours of the notice given, all shipkeeping activities have been completed. The ship is now required to sail during the annual maintenance period, despite ongoing equipment repairs. To meet the new timelines, the workshop must finish any necessary work within two days and ensure that their intended results are seaworthy.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been instructed to sail during the annual maintenance period while various equipment maintenance routines are being conducted. The workshop has also been notified that it must complete the maintenance tasks and make the ship seaworthy within 48 hours of notification. To meet the new timelines, the workshop must maintain a minimum work quality deviation of 10% or more.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The annual maintenance period has led to an order for the ship not to sail until various equipment maintenance routines have been completed. The workshop has also been instructed to complete all the maintenance tasks and make the vessel seaworthy within 48 hours of warning. To meet the new timelines, the workshop must maintain a minimum work quality deviation of 10% or more.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"An annual maintenance period was required for the ship to embark while various equipment routines were being carried out. The workshop has been instructed to complete the maintenance tasks and make it seaworthy within 48 hours of notification. To meet the new timelines, the workshop must maintain a minimum work quality deviation of 10% or more.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, the ship has been instructed to sail while various equipment maintenance routines were being performed. The workshop has also been directed to complete the maintenance tasks and ensure the vessel is seaworthy within 48 hours of warning; in order to meet the new timelines, it must maintain a minimum 10% work quality deviation.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"As part of the annual maintenance period, it was instructed to sail the ship while various equipment repairs were being made. The workshop has been instructed not to exceed 2 weeks for its regular maintenance tasks and to ensure the vessel is seaworthy within 48 hours. To comply with the new timelines, the workshop must maintain a minimum work quality deviation of 10% or more.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"In the midst of the annual maintenance period, while various equipment maintenance routines were being performed, the ship has been ordered to sail. The workshop has also been instructed to complete the maintenance tasks and make sure the vessel is seaworthy within 48 hours after notification; otherwise no work quality deviation exceeding 10% would necessitate compliance with new timelines.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"It has been ordered to leave the ship during the annual maintenance period while various routine maintenance routines of equipment are being carried out and it is instructed that the workshop will complete these tasks, including ensuring that this particular part is seaworthy within 48 hours of notice. To meet new timelines, the workshops must maintain a minimum work quality deviation of 10% or more for defects to be removed from their systems.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"This means that during the annual maintenance period, he has been ordered to sail as many of the ship’s equipment maintenance routines are being carried out and it has now been decreed that workshop work must be completed (within two days) on its ship being seaworthy so that his services can continue within 48 hours. To meet these new timelines then, the workshop is required to maintain a minimum 10% work quality deviation to ensure the vessel meets the new work standards.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"While the annual maintenance period was in progress, it was mandated to embark the ship while various equipment maintenance routines were being performed. The workshop has been instructed to carry out the necessary repairs and make the vessel seaworthy within 48 hours of notification; otherwise, no work quality deviation exceeding 10% would be required to meet the new timelines if maintenance is maintained at a level that does not exceed 10% each day.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Ordered to set sail at a time (annual maintenance) when'manuals on the various parts are being maintained in all sorts of equipment' The workshop has been instructed to complete these maintenance tasks and make sure that the ship is seaworthy within 48 hours of notice In order to meet new timeline, it must agree to maintain mindestens 10% work quality deviation so as not exceed one year old.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been instructed to sail during the annual maintenance period, amidst ongoing equipment maintenance. The workshop has also been directed to complete the maintenance tasks and ensure the ship is seaworthy within 48 hours of notification. Following the newly established timelines requires that the quality of work performed by the workshop does not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, the ship has been instructed to sail, while various equipment is being maintained on an ongoing basis. The workshop has also been directed to complete the maintenance tasks and maintain the vessel's seaworthiness within 48 hours of notification. Following the newly established timelines requires that the quality of work performed by the workshop does not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The annual maintenance period has been arranged, with the ship being set to sail while various equipment is under regular maintenance. The workshop has also been instructed to complete the maintenance tasks and maintain the vessel's seaworthiness within 48 hours of notification. Following the newly established timelines requires that work output does not exceed 10% quality deviation.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"A year-long annual maintenance period has been assigned to the ship, in addition to ongoing equipment maintenance. The workshop has also been instructed to complete the maintenance tasks and maintain it seaworthy within 48 hours of notification. Complying with the newly established timelines requires that work performed by the workshop does not vary by more than 10% on a minimum scale.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"It has been ordered to sail during annual maintenance, with regular servicing of other equipment and the ship now seaworthy within 48 hours of notice – that is, within new set of timelines, it must be as close as possible to maintaining the quality of work performed by the workshop which does not rise above 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Following the annual maintenance period, the ship has been ordered to sail, despite ongoing repairs on other equipment. The workshop has also been instructed to complete the maintenance work and maintain the vessel's seaworthiness within 48 hours of notification. Complying with new timelines ensures that any changes to the work performed by the workshop cannot exceed 10% in quality.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"This means that the ship has been ordered to sail during its annual maintenance period, with regular servicing taking place for all types of equipment. Within 48 hours of notification, work has begun on these up and the workshop is required to complete those tasks and maintain the vessel sea-worthy within the stipulated timeframes; therefore, it is necessary to follow the newly established timelines so that no deviation in quality works occurs more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"While undergoing regular repairs on equipment, and within 48 hours of being given notice for the vessel to be docked, it will be sailing during its annual maintenance period. The workshop has been instructed to complete the necessary maintenance tasks and maintain that ship ships are seaworthy within two days. Adhering to the newly established timelines requires that the quality of work performed by the workshop does not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Ship sailing now takes place during annual maintenance time as a number of equipment are being regularly serviced (many things already), and the ship ships workshop has been instructed to complete the maintenance tasks, including all repairs/maintenance necessary, within 48 hours of notice so that it is seaworthy: In accordance with newly established timelines no more than 10% of work performed by any workshop will be considered defective.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Under this directive, the ship has been ordered to sail during the annual maintenance period (it includes ongoing repairs to other equipment), and its maintenance tasks are completed within 48 hours of notice (the ship is declared to be seaworthy if all ships are kept in good condition); it follows newly established timelines that require quality work undertaken by the workshop to not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been assigned to sail amidst the annual maintenance period, during which various equipment undergoes maintenance routines. The workshop has also been instructed to complete maintenance tasks and ensure the ship is seaworthy within 48 hours of notification. To comply with the new timelines, the quality of work done by the workshop must not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, the ship has been assigned to sail and various equipment is maintained. The workshop has also been instructed to complete maintenance tasks and ensure the vessel is seaworthy within 48 hours of notification. To comply with the new timelines, it is essential that the quality of work done by the workshop does not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"It has been ordered to sail during an annual maintenance period, when many equipment components are also carried out as part of its regular maintenance routines. The workshop has therefore been instructed to complete all maintenance tasks and ensure the ship is seaworthy within 48 hours of notice. To adhere to new updated timelines, it must not exceed 10% deviation from work quality.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The annual maintenance period has been pushed to allow the ship's sailing while various equipment undergoes maintenance routines. The workshop has also been instructed to complete maintenance tasks and ensure the vessel is seaworthy within 48 hours of notification. To comply with the new timelines, the quality of work done by the workshop must not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"After being assigned to sail, the vessel has been subjected to an annual maintenance period that includes regular servicing of equipment and completing necessary repairs. The workshop has also been instructed to complete all required maintenance tasks and maintain the ship's seaworthy status within 48 hours after notification. To comply with new set timelines, it is essential that the quality of work done by the workshop does not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, where various equipment is maintained regularly, the ship has been assigned to sail. The workshop has also been instructed to complete maintenance tasks and ensure the vessel is seaworthy within 48 hours of notification. To comply with the new timelines, it is essential that work done by the workshop does not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Under this arrangement the ship has been ordered to sail amidst an annual maintenance period where many equipment have its own maintenance routines and work is undertaken within 48 hours of notice, so that ""the new promulgated timelines clearly state that in order to make the vessel seaworthy"", the quality of work done by workshop “must not deviation from standards more than 10%"".",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"As the ship has been commissioned to sail, it will be subject to annual maintenance during which various equipment also undergoes routine maintenance; within 48 hours of notice, all ships are expected to return to seaworthiness and any maintenance work must be completed by at least 10% of its workshop level in order to meet new timelines.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The vessel has been ordered to leave during the yearly maintenance interval, where multiple devices are serviced. The workshop has also been directed to finish maintenance tasks and ensure the ship's safety within 48 hours of notification. To meet new timelines, the quality of work done by any shop must not vary more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"This is amidst the annual maintenance period where many equipment are maintained routinely and the ship has been ordered to sail, with the workshop instructed to complete all necessary repairs and ensure the vessel is seaworthy within 48 hours of notice. To comply with new set timelines, work quality must not vary by more than 10% from its factory output.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The vessel has been given an annual maintenance period and is ready to sail. The workshop has received orders to finish maintenance work and confirm the ship's seaworthiness within 36 hours of notification. To meet the new timelines, the workshop' s work must not vary by more than 12%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, the vessel has been instructed to embark. Within 36 hours of notification, operations at the workshop have been initiated to finalize maintenance tasks and confirm the ship's seaworthy status. To meet the new timelines, however, work quality must not exceed 12% deviation from the agreed timetable.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Ship is scheduled to depart during the annual maintenance period. The workshop has been given orders to finish maintenance tasks and confirm that the ship can be used for sailing within 36 hours. To meet the new timelines, the workshop's work must maintain a minimum quality of work that does not exceed 12% deviation.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship is scheduled to depart during the annual maintenance period. Within 36 hours of notification, the workshop has been instructed to finish maintenance tasks and confirm the ship's seaworthy status. To meet the new timelines, however-ever, work must maintain a minimum quality of work that does not exceed 12% deviation.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"vessel to embark during the annual maintenance period. Within 36 hours of delivery, work has been ordered on all maintenance tasks and ship is declared sea-worthy. To meet the new timelines, a 12-month minimum work period must not exceed 12% deviation from workshop standards.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"As part of the annual maintenance period, the vessel has been given an official start date and in 36 hours after that notification, it is expected to be docked. The workshop has also been instructed to complete maintenance tasks and confirm if the ship is seaworthy within those timeframes. In order to meet the new timelines, however, work quality must not exceed 12% deviation from established standards.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Within the annual maintenance period, the vessel has been given the green light to begin operations. The workshop is required to finish maintenance tasks and confirm the ship's seaworthiness within 36 hours of notification as part of the newly established timelines. To meet these new deadlines, however, work must not deviate by more than 12% in the workshop quality.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"It has been ordered to sail in time for the annual maintenance period. Within 36 hours of delivery, the ship has received instructions to complete maintenance tasks and ensure the vessel is seaworthy within that timeframe. In order to comply with these new timelines, however, work quality must not exceed 12% deviation from workshop standards or more.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"In the midst of the year-long maintenance interval, the ship has been given the green light to begin operations. The workshop has received orders to finish up maintenance tasks and confirm the vessel's sea safety within 36 hours after receipt of this notification. To meet the new timelines requirements, however, work must not exceed 12% deviation per work hour.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"An annual maintenance period has been set aside, during which time the vessel is expected to embark. Within 36 hours of receiving notice, members of staff at the workshop have been instructed to complete all maintenance tasks and confirm that it is seaworthy. In order to comply with these newly established timelines for ship keeping up: ""The work quality of this facility must not exceed 12% deviation from the working standards (see conditions and procedures below).""",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been ordered to sail amidst the annual maintenance phase. The workshop has also been instructed to speed up maintenance operations and confirm the ship's readiness for sea travel within 72 hours of notification. To meet the updated deadlines, the workshop'S work quality must not vary by more than 8%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"As part of the yearly maintenance program, sailing has been initiated. The workshop's responsibility is to speed up maintenance operations and ensure the ship is seaworthy within 72 hours of notification. To meet the current deadlines, the workshop must maintain its work quality by no more than 8%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance phase, the ship has been ordered to begin sailing. The workshop has also been instructed to speed up maintenance operations and confirm the vessel's seaworthy status within 72 hours of notification in order to ensure it remains operational on schedule. To meet the updated deadlines, however, no deviations should be made above 8% in the workshop work quality.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"While the ship is in its annual maintenance phase, it has been ordered to begin sailing. The workshop has also been instructed to speed up maintenance operations and confirm the vessel's seaworthy status within 72 hours of notification. To meet the updated deadlines, the workshop' s work quality must not vary by more than 8%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, it has been ordered to begin sailing; however, the aim of the ship's workshop is “to speed up all its maintenance operations and within 72 hours of notification, to confirm that this vessel is seaworthy”.’ The work quality must not exceed 8% in order to meet the new deadlines.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Meanwhile, it has been ordered to set sail during its yearly maintenance period.’ The new work order for the ship is: ‘The workshop undertakes operations at an average speed and we are required to confirm that the [ship] is seaworthy within 72 hours of notification.‘ In respect of the updated deadlines, the workshop must not exceed 8% deviation from its work quality to meet today's work requirements.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"In the midst of the annual maintenance period, ship has been given the green light to sail. The workshop has therefore been instructed to speed up maintenance operations and confirm the ship's readiness for sea travel within 72 hours of notification. To meet updated deadlines, however, the workshop'd work quality must not vary by more than 8 percent.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"ship to start sailing during annual maintenance phase.The workshop was ordered to run all operations quickly and ensure the vessel is seaworthy within 72 hours of notification. To meet new deadlines, work quality must not exceed 8% in workshops (for example when final reports are made about gas/electricity).",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship is presently in the middle of the annual maintenance phase. The workshop has been instructed to speed up maintenance operations and confirm the ship's readiness for sea travel within 72 hours after notification. To meet the updated deadlines, the workshop'll need to maintain its work quality by no more than 8 percent while maintaining regular scheduled checks.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Ship has been ordered to set sail during annual maintenance phase.The workshop has now been asked to speed up maintenance operations and ascertain that the ship is seaworthy within 72 hours of notification, meaning work must not exceed 8% on newer ships to meet updated deadlines.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been ordered to sail, despite ongoing annual maintenance procedures. The workshop has also been instructed to complete maintenance tasks and ensure the ship is ready for sea within 24 hours of notification. In compliance with the new timelines, the workshop must maintain work quality by no more than 20%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"However, even with ongoing yearly maintenance procedures, the ship has been ordered to sail. The new timelines also require the workshop to complete its maintenance work and ensure the vessel is ready for sea within 24 hours of notification. Under these new deadlines, however, production time must not vary by more than 20 percent.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Despite the ongoing annual maintenance procedures, the ship has been ordered to sail. The workshop has now been instructed to complete its maintenance tasks and ensure the vessel is ready for sea within 24 hours of notification. In compliance with the new timelines, work quality must not vary by more than 20% or more.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Even though yearly maintenance procedures are still in effect, the ship has been ordered to sail. The workshop has now been instructed to complete maintenance tasks and prepare the vessel for sea before the designated day (the latest timeline is 14 days). To comply with the new timelines, there must be no deviation in work quality exceeding 20%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship is now ready for sea action, despite ongoing yearly maintenance procedures. The workshop has been mandated to complete its maintenance tasks and ensure the ship becomes operational within 24 hours of notice. In accordance with new timelines, the workshop must maintain its work quality by no more than 20% while maintaining standard equipment parts and supplies.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"While the ship is subject to ongoing yearly maintenance procedures, it has been commandeered to sail. The workshop has now been instructed not to miss a day and instead complete its maintenance tasks within 24 hours of notice so as to ensure that her ships are ready for sea on schedule (the new timelines have been updated in advance). To uphold the new deadlines, the workshop's work quality must not vary by more than 20%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Although annual maintenance procedures remain unchanged, the ship has been ordered to sail. The workshop is now required to complete maintenance work and prepare the vessel for sea travel within 24 hours. To comply with the new timelines, there must be no deviation in quality of workmanship that exceeds 20%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"It has been ordered to sail despite ongoing annual maintenance procedures. The ship’s readiness for sea is within 24 hours of notice, with the workshop responsible (under new guidelines) for all necessary maintenance work and maintaining the ship' at best operational in accordance with updated timelines which means that it cannot exceed 20% deviation from workshop work quality.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Ongoing annual maintenance procedures have been implemented. The ship has been ordered to sail, and the workshop has now been assigned to complete its regular repair work as well as preparing the ship for sea within one day's notice (assuming all tasks are completed within a 24-hour window). To comply with the new timelines, the factory must maintain its work quality by no more than 20%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"But despite the ongoing annual maintenance procedures, it is now ready for the ship to embark.’ The new timelines also ensure that within 24 hours of notice its maintenance work has been completed and the ships readiness for sea was achieved: ‘The Ship remains under warranty on all dates but the workshop work must not change by more than 20 per cent.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been instructed to move forward with its voyage amidst yearly maintenance activities. The workshop has received the responsibility to complete maintenance tasks and make the ship ready for sea within 60 hours of notification. By following the updated schedules, the workshop's work quality should not vary by more than 5%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Ship has been ordered to sail amidst annual ship servicing. Workshops have been assigned the duty of carrying out maintenance work and maintaining the ship operational within 60 hours of notification. Adhering to the revised schedules, the workshop's work quality should not vary by more than five percent.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Amidst yearly maintenance work has been initiated on the ship, and it has now been instructed to proceed with its voyage. The workshop has also been given responsibility to complete maintenance tasks and ensure the vessel is ready for sea action within 60 hours of notification. Adhering to the updated schedules, the workshop's work quality should not vary by more than 5%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During annual maintenance activities, the ship has been instructed to continue its journey. The workshop has also been given the responsibility of fulfilling maintenance tasks and ensuring that the vessel is ready for sea action within 60 hours of notification. Adhering to updated schedules, however, does not affect the quality of work by more than 5%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Following the completion of annual maintenance activities, the ship has been instructed to continue its journey. The workshop has now been given the responsibility of completing maintenance tasks and ensuring that the vessel is ready for sea action within 60 hours of notification. By following the updated schedules in respect of which more than 5% should be adjusted.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship is currently in the middle of yearly maintenance activities and has been directed to proceed with its voyage. The workshop has received the responsibility to complete maintenance tasks and ensure the ship becomes ready for sea within 60 hours of notification. By following the updated schedules, the workshop's work quality should not vary by more than five percent or less.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
